line_no,N,M_stored,M_pari,K_stored,K_pari,U_stored,U_pari,Q_stored,Q_pari,R_stored,R_pari,irreducible,max_off_circle,ok_irr,ok_M,ok_KUQR
653,36,1.296357985087735189304573912345049850034542210371252361697256028548152716,1.29635798508773518930457391234504985003454221037125236169726,6,6,24,24,12,12,0,0,1,0.0570666047053428808019506795466882156181474736166966136080627,1,1,1
654,36,1.296634017049438608920980570322567724462369497095795677066447868289505292,1.29663401704943860892098057032256772446236949709579567706645,2,2,32,32,4,4,0,0,1,0.138698387216491410501186579577448038327459073457334540385916,1,1,1
655,36,1.296764269122857258257947353935413976882409332408394283693477203760785432,1.29676426912285725825794735393541397688240933240839428369348,2,2,32,32,4,4,0,0,1,0.138755579184074627143523257143746940893226482279486928110590,1,1,1
656,36,1.296920171748161265337509677312079728004945111279162798985812422623482760,1.29692017174816126533750967731207972800494511127916279898581,2,2,32,32,4,4,0,0,1,0.138824030194376108001394915222464083244308657654972154438824,1,1,1
657,36,1.297184459189106248012427138885952381292183411188475610405597000941444336,1.29718445918910624801242713888595238129218341118847561040560,6,6,24,24,12,12,0,0,1,0.0580042766694049006446438235366486215059783938068593044107125,1,1,1
658,36,1.297312019127402072164701211971560709901871853116619999405158688517736051,1.29731201912740207216470121197156070990187185311661999940516,2,2,32,32,4,4,0,0,1,0.138996057555688852071202170832163952239887324470990556042319,1,1,1
659,36,1.297650990308309402032562859296254055291355040149604063675023105797160715,1.29765099030830940203256285929625405529135504014960406367502,4,4,28,28,8,8,0,0,1,0.112210886040610650421196446558488351921758955570050677843077,1,1,1
660,36,1.297997370757738367809715625720196581889213408205032997989910054934039316,1.29799737075773836780971562572019658188921340820503299798991,4,4,28,28,8,8,0,0,1,0.0754664296973469432828925394631214381329746173013084801757417,1,1,1
661,36,1.298429835475111538327805425740275196702460146064929341491216341055096941,1.29842983547511153832780542574027519670246014606492934149122,1,1,34,34,0,0,2,2,1,0.298429835475111538327805425740275196702460146064929341491216,1,1,1
662,36,1.298586785069621192527365412434107196773016399108802728988335222248723062,1.29858678506962119252736541243410719677301639910880272898834,3,3,30,30,4,4,2,2,1,0.147313631907154713500632175387755861232668181653023062463290,1,1,1
663,36,1.298710408743434458469941358423230499359041576972427293856897572782988605,1.29871040874343445846994135842323049935904157697242729385690,4,4,28,28,8,8,0,0,1,0.0768843216543300261122390893387981475597638548039642919010692,1,1,1
664,36,1.298713083841695043997199815406609590069999037409498347201865094344887261,1.29871308384169504399719981540660959006999903740949834720187,4,4,28,28,8,8,0,0,1,0.104576295391836932291448135342646445070501192027222566398469,1,1,1
665,36,1.298727031610761433650509687269719760535611412987026417175860595644201024,1.29872703161076143365050968726971976053561141298702641717586,5,5,26,26,8,8,2,2,1,0.0851673015414538616575951072845100442820382924501524145199950,1,1,1
666,36,1.299141530164654892763006006847763884592657658244151128734014272780661662,1.29914153016465489276300600684776388459265765824415112873401,6,6,24,24,12,12,0,0,1,0.0914747023674640129982200144620070891630527872132642104725396,1,1,1
667,36,1.299801978490630678735425660080177467875643647162256738415230494775711007,1.29980197849063067873542566008017746787564364716225673841523,4,4,28,28,8,8,0,0,1,0.0778312976767004040108985454758392992400256181832581393023657,1,1,1
670,38,1.223447381419451262274152665483597907521172404413283503943983241340741436,1.22344738141945126227415266548359790752117240441328350394398,3,3,32,32,4,4,2,2,1,0.0794189674470205351498789270257693794493879442119346974999722,1,1,1
671,38,1.230263271362662713900477429204238571851213465919878629882247992734510741,1.23026327136266271390047742920423857185121346591987862988225,3,3,32,32,4,4,2,2,1,0.0811739840584433968003069922623873409277154558516319882471826,1,1,1
672,38,1.233672001767259337651993021904156774060271019797761179240983556785618755,1.23367200176725933765199302190415677406027101979776117924098,3,3,32,32,4,4,2,2,1,0.0872388282685865001480506712705670707531623021891243314493710,1,1,1
673,38,1.253114419836278492763904017708839944634611608623108913422107430567833323,1.25311441983627849276390401770883994463461160862310891342211,4,4,30,30,8,8,0,0,1,0.0670067365425840375030007666114466257858932178120553595613402,1,1,1
674,38,1.253355355980741489180364692057685515889001799335849598245331572873910413,1.25335535598074148918036469205768551588900179933584959824533,5,5,28,28,8,8,2,2,1,0.123276679349008223683353152510518977533546305806040404037414,1,1,1
675,38,1.257125950692337862716499086310995172828676297452802244207128240471588955,1.25712595069233786271649908631099517282867629745280224420713,4,4,30,30,8,8,0,0,1,0.0687909129127295256585626986882223091592366550319073226838788,1,1,1
676,38,1.257292512931944983770512807459444086304895173059129294477092706501767746,1.25729251293194498377051280745944408630489517305912929447709,5,5,28,28,8,8,2,2,1,0.0731346240689438138441433108090287418222706139578081564004177,1,1,1
677,38,1.257799926024096480961721188029888957555440164919557811782028656220796472,1.25779992602409648096172118802988895755544016491955781178203,4,4,30,30,8,8,0,0,1,0.0606337635091469612624044448123757046876327758351986094705264,1,1,1
678,38,1.257817801855170530294465305694552270943251864372649404515114754796429676,1.25781780185517053029446530569455227094325186437264940451511,4,4,30,30,8,8,0,0,1,0.0599598970144273810434428466858618319452717029952036555953504,1,1,1
679,38,1.261034951977512456210627053479492833043713286382985685874704693537243719,1.26103495197751245621062705347949283304371328638298568587470,4,4,30,30,8,8,0,0,1,0.0707256385396666874389461076309007074906200943063740419781972,1,1,1
680,38,1.261911160973743495134409530521111130052260437980688112628735530791217943,1.26191116097374349513440953052111113005226043798068811262874,3,3,32,32,4,4,2,2,1,0.110951831117848058431944464381473331396534090140315061903058,1,1,1
681,38,1.262714497932218239874333657174520655243988215448703406425353880881744478,1.26271449793221823987433365717452065524398821544870340642535,3,3,32,32,4,4,2,2,1,0.0990132541180455114533771233052842973575238260031478753715788,1,1,1
682,38,1.264139103163339961200714512929163590325436553002987052075888414780995753,1.26413910316333996120071451292916359032543655300298705207589,5,5,28,28,8,8,2,2,1,0.0707169753667397261753247921627930822673661335330386898754794,1,1,1
683,38,1.264247719549136768022595231848501686810161808245240649690423924804641317,1.26424771954913676802259523184850168681016180824524064969042,5,5,28,28,8,8,2,2,1,0.0709615114731629467374107471895828745524080966631969054921893,1,1,1
684,38,1.264283879462787969505843121601729122421351524835031381682276852485583480,1.26428387946278796950584312160172912242135152483503138168228,5,5,28,28,8,8,2,2,1,0.0553879925515726931693771843147553170867005580298418948614392,1,1,1
685,38,1.265850257612561048548371281994279690281506562887833533616961809575303849,1.26585025761256104854837128199427969028150656288783353361696,4,4,30,30,8,8,0,0,1,0.0922861955209995262214853284196289033214641633087203245427210,1,1,1
686,38,1.265884892635321945655030185070912835985821928271889403820192990827885554,1.26588489263532194565503018507091283598582192827188940382019,4,4,30,30,8,8,0,0,1,0.0735776705641215633719804588429303018744637458826628616827308,1,1,1
687,38,1.266833775945612776058588119090678205736415798370085280680118461193615240,1.26683377594561277605858811909067820573641579837008528068012,5,5,28,28,8,8,2,2,1,0.0696196896179599360895768964461953521556520789256462476987431,1,1,1
688,38,1.267722943436862940397855876447926660396960168151893820740735909550575717,1.26772294343686294039785587644792666039696016815189382074074,5,5,28,28,8,8,2,2,1,0.0689776765320983939233942630567780564103015656789088786657199,1,1,1
689,38,1.268141866493073437506302968542983184772269130122834490089409712561893722,1.26814186649307343750630296854298318477226913012283449008941,3,3,32,32,4,4,2,2,1,0.114901333190753010005413917349028318909910269275775298572646,1,1,1
690,38,1.268308536614517433457298191345086561114605807955838293674360854243828972,1.26830853661451743345729819134508656111460580795583829367436,5,5,28,28,8,8,2,2,1,0.0682476080047676277844440630364017925782798209201360930010918,1,1,1
691,38,1.269031561547515339746057232995523295335609347182486344119448456152581208,1.26903156154751533974605723299552329533560934718248634411945,4,4,30,30,8,8,0,0,1,0.0702480458202823377740180787447989769320521665571132349778836,1,1,1
692,38,1.269123041239746446002371759787758481583851982487473891879508316668240477,1.26912304123974644600237175978775848158385198248747389187951,3,3,32,32,4,4,2,2,1,0.0890247994994019303748429456620080815888486225260510875917358,1,1,1
693,38,1.270112038411858091878413302004743247556248519109453300559953952474688609,1.27011203841185809187841330200474324755624851910945330055995,3,3,32,32,4,4,2,2,1,0.124423727129914620414802321427861168216239704245352366587874,1,1,1
694,38,1.271425839752939485989181293801094199765214687006077521781561899130550001,1.27142583975293948598918129380109419976521468700607752178156,5,5,28,28,8,8,2,2,1,0.0583252149126671087292018520948351611919306838969202152420104,1,1,1
695,38,1.272625119341746869812008650253435149094427674021017944289331357682933330,1.27262511934174686981200865025343514909442767402101794428933,5,5,28,28,8,8,2,2,1,0.0580403808648065712496067167870934858199378904691088759648213,1,1,1
696,38,1.273069252936745674715643171341325959668928444145727351449901633634879094,1.27306925293674567471564317134132595966892844414572735144990,4,4,30,30,8,8,0,0,1,0.0835832034141839329226688121847594217797147905592721227857238,1,1,1
697,38,1.273972436701118240557123996889850600246724286394883850157874250486325448,1.27397243670111824055712399688985060024672428639488385015787,3,3,32,32,4,4,2,2,1,0.108539161335895527632911040345041913710701679687470259610597,1,1,1
698,38,1.274864704319100506163554798682222247496160457892010676145372153341138705,1.27486470431910050616355479868222224749616045789201067614537,2,2,34,34,4,4,0,0,1,0.129099067539735640784229005456019900576363038971864298660061,1,1,1
699,38,1.277285119570215063378320866723462687338691914554138921726986053987163085,1.27728511957021506337832086672346268733869191455413892172699,4,4,30,30,8,8,0,0,1,0.0741379616684910512248154499083499113144754204206246831053800,1,1,1
700,38,1.277660275573666730040596665463811711601382893967309440215984232651962483,1.27766027557366673004059666546381171160138289396730944021598,5,5,28,28,8,8,2,2,1,0.0598123093352644283626781373665295356085530586013983658138415,1,1,1
701,38,1.279598921641725625645760469259344478011581476417731814260612574882797518,1.27959892164172562564576046925934447801158147641773181426061,3,3,32,32,4,4,2,2,1,0.122388286910943800728124179846224411916879880304089174815961,1,1,1
702,38,1.280587394046669366404655494882756165782957411193021156342324068509357202,1.28058739404666936640465549488275616578295741119302115634232,7,7,24,24,12,12,2,2,1,0.0544114452238237292637199591823616741933153275923585094494054,1,1,1
703,38,1.280627569854264403939578531508135821579742682438653581487519721937629638,1.28062756985426440393957853150813582157974268243865358148752,6,6,26,26,12,12,0,0,1,0.0461867295675646939512658485476784047299777692049445865495301,1,1,1
704,38,1.282412632107756270618135897866584388907757097639751246673154393951095406,1.28241263210775627061813589786658438890775709763975124667315,4,4,30,30,8,8,0,0,1,0.0852269346126872422126749509557158268314632319398684382900058,1,1,1
705,38,1.282424559610811011002601905664265861205638016137565133645495009459343290,1.28242455961081101100260190566426586120563801613756513364550,7,7,24,24,12,12,2,2,1,0.0544057005419817664178693938158102417832013444328151113563292,1,1,1
706,38,1.283180815626327011505803995561706306914661539504992296016996774741531654,1.28318081562632701150580399556170630691466153950499229601700,5,5,28,28,8,8,2,2,1,0.0619785987020884893915524741006348518338712866781796960864470,1,1,1
707,38,1.283498136548599931616947533872450048335799705673645941796032104885874533,1.28349813654859993161694753387245004833579970567364594179603,4,4,30,30,8,8,0,0,1,0.101551239214704770341619925767352777949042450121704351018752,1,1,1
708,38,1.283664773348312264842231516902672853902828387966611288992680130415183872,1.28366477334831226484223151690267285390282838796661128899268,5,5,28,28,8,8,2,2,1,0.0767479495490396994832964349986304973515197505053725295650954,1,1,1
709,38,1.285263104549941528030958383761337823125591120617771635484827234411033707,1.28526310454994152803095838376133782312559112061777163548483,6,6,26,26,12,12,0,0,1,0.0513389325640094640556387577779888984793227921202251549119918,1,1,1
710,38,1.285786959951470610639282498162309866250604314130281585341455549046918090,1.28578695995147061063928249816230986625060431413028158534146,6,6,26,26,12,12,0,0,1,0.0515232400490397626571554524785161936727254184263982216411623,1,1,1
711,38,1.285955373908512370427108009874633608770956562489791189225543154740671155,1.28595537390851237042710800987463360877095656248979118922554,5,5,28,28,8,8,2,2,1,0.137665083837289500314731688863322425415755476192259980145912,1,1,1
712,38,1.286318444041184573242893946937770968358583904035602465384596432678104516,1.28631844404118457324289394693777096835858390403560246538460,7,7,24,24,12,12,2,2,1,0.0450879160939325240619448691272948154650175068009788392213876,1,1,1
713,38,1.286943773302970818508711298187354786193872956640146312311698894320569403,1.28694377330297081850871129818735478619387295664014631231170,7,7,24,24,12,12,2,2,1,0.0536249007138420145347854167398687297978815050392081914405003,1,1,1
714,38,1.287461835814073827673996673402686076509854451955268626630511678033883368,1.28746183581407382767399667340268607650985445195526862663051,3,3,32,32,4,4,2,2,1,0.212720812720218369751709733602781398866871962106293483648434,1,1,1
715,38,1.287475467944815515401192953328125901053625562219212912733957358288821042,1.28747546794481551540119295332812590105362556221921291273396,5,5,28,28,8,8,2,2,1,0.0862510542797666756966686933081949050056097648086109127853532,1,1,1
716,38,1.287838353412185950032975930439972179300654855674964351115147332768641933,1.28783835341218595003297593043997217930065485567496435111515,6,6,26,26,12,12,0,0,1,0.0522809834550898839268678331017824952217418784933561293150767,1,1,1
717,38,1.288318988638768452581655186785245498216671930818919416479785993594618963,1.28831898863876845258165518678524549821667193081891941647979,5,5,28,28,8,8,2,2,1,0.137176620266166392168284684286812736936593595347223013267416,1,1,1
718,38,1.288637938768485601629954681841794466160443160703969399683723956900656850,1.28863793876848560162995468184179446616044316070396939968372,3,3,32,32,4,4,2,2,1,0.203797689916288529604575911498885468540429925556452470313916,1,1,1
719,38,1.289018009974372431808229144156859074214522408507706423138872654274053656,1.28901800997437243180822914415685907421452240850770642313887,3,3,32,32,4,4,2,2,1,0.211788156775238533906334626769560035136671683561190366721373,1,1,1
720,38,1.289077397763546685788058537114069726176028133370043817944843113336842859,1.28907739776354668578805853711406972617602813337004381794484,5,5,28,28,8,8,2,2,1,0.142882687287855375462325242858600775959477483391253644635880,1,1,1
721,38,1.289319427711121744687448262010844504164275045928770350154377326945815647,1.28931942771112174468744826201084450416427504592877035015438,6,6,26,26,12,12,0,0,1,0.0528719272430168358352962717827493220847641256815660455646369,1,1,1
722,38,1.289691998306083706652381100392342748935153399310587653419968734145496544,1.28969199830608370665238110039234274893515339931058765341997,3,3,32,32,4,4,2,2,1,0.130266790029080706187804956580437265231802728691574642351344,1,1,1
723,38,1.289914400723511963701443986507953245689092863025640248107648174192841164,1.28991440072351196370144398650795324568909286302564024810765,3,3,32,32,4,4,2,2,1,0.184589700725858395796325266269017982943353872706737968490026,1,1,1
724,38,1.289986074875744914719169620840719248232119176713411976458934574483876895,1.28998607487574491471916962084071924823211917671341197645893,7,7,24,24,12,12,2,2,1,0.0530065009102404764962280942861805140951971892776756313136633,1,1,1
725,38,1.290480446964392895913257850916862104377650206134426913007220202405898836,1.29048044696439289591325785091686210437765020613442691300722,5,5,28,28,8,8,2,2,1,0.0714182368189790231117505678952278130750339253312868296723227,1,1,1
726,38,1.291262164722481189380583024573690981547945379155000937791366516293648754,1.29126216472248118938058302457369098154794537915500093779137,4,4,30,30,8,8,0,0,1,0.0821781707537436705561424030592161933595441086068817513058664,1,1,1
727,38,1.291401153147103393757595876522716251676081881586622103509594546323482688,1.29140115314710339375759587652271625167608188158662210350959,7,7,24,24,12,12,2,2,1,0.0470845596861697119756466862602879754093411559176378222760445,1,1,1
728,38,1.291455925498796998770470573028967727278477686781598387436967162438621959,1.29145592549879699877047057302896772727847768678159838743697,5,5,28,28,8,8,2,2,1,0.0613154779191590985278116655587760145368222955056711478233246,1,1,1
729,38,1.291516284725839423683365806717179330618086101242434280351582548723849634,1.29151628472583942368336580671717933061808610124243428035158,5,5,28,28,8,8,2,2,1,0.0674890303084178918438510615802708505290941225768487121753789,1,1,1
730,38,1.291629010984133587191037325796971632533431528371304073887486113439951455,1.29162901098413358719103732579697163253343152837130407388749,7,7,24,24,12,12,2,2,1,0.0525402507369203660532030889198418803224553708318773345657141,1,1,1
731,38,1.292011339807236589692992276940753792391710693879205979625871142435058447,1.29201133980723658969299227694075379239171069387920597962587,7,7,24,24,12,12,2,2,1,0.119211987176034494396411649402735831628316342408624248287671,1,1,1
732,38,1.292455106353298172866809524041270077670524503723716857611182073534431616,1.29245510635329817286680952404127007767052450372371685761118,7,7,24,24,12,12,2,2,1,0.0476640602951276563735370030786224743645374611425706198108300,1,1,1
733,38,1.292973461685344881506811511235332696576105018426408256015286686718366933,1.29297346168534488150681151123533269657610501842640825601529,7,7,24,24,12,12,2,2,1,0.0520223717478165661620014204135196883482128170241528271666910,1,1,1
734,38,1.293156089366823163501439810651655085110203577433426922502165772347004292,1.29315608936682316350143981065165508511020357743342692250217,4,4,30,30,8,8,0,0,1,0.0743101786613673775076364697032264267687329223231628095192426,1,1,1
735,38,1.293346162001855431893152441816812921719867982773520855605191442812813086,1.29334616200185543189315244181681292171986798277352085560519,7,7,24,24,12,12,2,2,1,0.0484323559648646660073916832451779057771623870130301484431250,1,1,1
736,38,1.293713295873432126236258970805040485070570848406840029791314528512290731,1.29371329587343212623625897080504048507057084840684002979131,3,3,32,32,4,4,2,2,1,0.167897455139071983048218627216713663511530898112524593310877,1,1,1
737,38,1.293832501812847892856083402820142763990346805655304992503073680015314202,1.29383250181284789285608340282014276399034680565530499250307,4,4,30,30,8,8,0,0,1,0.0681284138185819045655601867382174125226582451779527570388530,1,1,1
738,38,1.294481726642487038010497732804018806499240964141342848846722611912617575,1.29448172664248703801049773280401880649924096414134284884672,5,5,28,28,8,8,2,2,1,0.0680112939197016918641355537049067163270246463014399409321027,1,1,1
739,38,1.294647631717892163625637527577798758063601987128592580220590349763864620,1.29464763171789216362563752757779875806360198712859258022059,5,5,28,28,8,8,2,2,1,0.0585181562589228090873747629649726528644348159635529846676626,1,1,1
740,38,1.294782502186597121083641720432871515946715193362698259273618405703069365,1.29478250218659712108364172043287151594671519336269825927362,6,6,26,26,12,12,0,0,1,0.0556882679512351000090228162360283431383545267763860617955550,1,1,1
741,38,1.294791033006535431579373736539772368733835550989175786448609663053011618,1.29479103300653543157937373653977236873383555098917578644861,7,7,24,24,12,12,2,2,1,0.0497942975661095949847964602348287195180065396038619333956713,1,1,1
742,38,1.295336758536613502601957223575746168952154642728377537407544415761813749,1.29533675853661350260195722357574616895215464272837753740754,5,5,28,28,8,8,2,2,1,0.0706881381315035146441336365672336102533629212339204161612418,1,1,1
743,38,1.295396891244663845948963267140762364174728570586434414593665673671763702,1.29539689124466384594896326714076236417472857058643441459367,3,3,32,32,4,4,2,2,1,0.204331546236714563932960733625438637300157142077228624430546,1,1,1
744,38,1.295861582470354487475749493530856035115260739817806958644674619020085210,1.29586158247035448747574949353085603511526073981780695864467,5,5,28,28,8,8,2,2,1,0.0714968808798047579439095357380891851774078813110450747296622,1,1,1
745,38,1.295866963943842912993783240396164693315159831376949778908972844818332859,1.29586696394384291299378324039616469331515983137694977890897,5,5,28,28,8,8,2,2,1,0.121182892667189492203548426939242249634529998970670517374287,1,1,1
746,38,1.295930973311935384351629013971729386201724380293355024433748056423356040,1.29593097331193538435162901397172938620172438029335502443375,6,6,26,26,12,12,0,0,1,0.0607663336730116227265879071042652260982115403984861934657596,1,1,1
747,38,1.297108084756145471341950920133256610718913027704444996413063689084161957,1.29710808475614547134195092013325661071891302770444499641306,6,6,26,26,12,12,0,0,1,0.0587365012237196813365152275979651271448015807430672531464468,1,1,1
748,38,1.297643033971931007281860797502856906785980662687508938445964109547841480,1.29764303397193100728186079750285690678598066268750893844596,4,4,30,30,8,8,0,0,1,0.0744959811400498232623222056576558142433386474293953542285732,1,1,1
749,38,1.297799818695155174478467997264074865479634461695803726622962992152728579,1.29779981869515517447846799726407486547963446169580372662296,3,3,32,32,4,4,2,2,1,0.108539582283982344692909646403375430499090780025975932896553,1,1,1
750,38,1.298161777342158731523106291857725899303927203314739522872365433677478095,1.29816177734215873152310629185772589930392720331473952287237,5,5,28,28,8,8,2,2,1,0.0888784179215372831235473012953748298276581999885552532983006,1,1,1
751,38,1.298173024273030786908693586711168265402140738432954126622779620294905729,1.29817302427303078690869358671116826540214073843295412662278,4,4,30,30,8,8,0,0,1,0.0748553537816049605549421978468062186542581763742700968008730,1,1,1
752,38,1.298438799061497045099750583083019333331196561979739764777240962380088218,1.29843879906149704509975058308301933333119656197973976477724,4,4,30,30,8,8,0,0,1,0.111138245637607241602487500498544734453080089372356365822235,1,1,1
753,38,1.298577749725656120315432977965068455260207235900992899019174492351049557,1.29857774972565612031543297796506845526020723590099289901917,5,5,28,28,8,8,2,2,1,0.0723303476287989606352233195983730634585799646436876853668422,1,1,1
754,38,1.298658936938345400779259434784351356407705060043077230581188587158144353,1.29865893693834540077925943478435135640770506004307723058119,5,5,28,28,8,8,2,2,1,0.0780954483893892002247741264588374761408867943800739974734077,1,1,1
755,38,1.299167911184246405882166243545254936338506797489388947338985331757595226,1.29916791118424640588216624354525493633850679748938894733899,5,5,28,28,8,8,2,2,1,0.0988828289228393392404540318273543455398016237633356176270953,1,1,1
758,40,1.236249557349389636647279828200906348038276847193929579184329835661317612,1.23624955734938963664727982820090634803827684719392957918433,3,3,34,34,4,4,2,2,1,0.0851525475386763674632079760077471260840172067469206975057822,1,1,1
759,40,1.244414501982642209182588071590100222605223653559971944055444999339295042,1.24441450198264220918258807159010022260522365355997194405544,4,4,32,32,8,8,0,0,1,0.100954486560133253905220158840639869690357817723979314933451,1,1,1
760,40,1.244914151806613894780957012900913324734970239147457549339284727190875773,1.24491415180661389478095701290091332473497023914745754933928,4,4,32,32,8,8,0,0,1,0.0639152486301243634850299685040900936833602748642327148300163,1,1,1
761,40,1.249209965697110623185061776690000969455793298218428445955478061809476299,1.24920996569711062318506177669000096945579329821842844595548,4,4,32,32,8,8,0,0,1,0.0661904741935294237971277051668333592416780749237615822391703,1,1,1
762,40,1.250182346450218583041027119085353755712563256292042016462385958022487347,1.25018234645021858304102711908535375571256325629204201646239,4,4,32,32,8,8,0,0,1,0.0660060070645843859613748434419076375909734989303056336861169,1,1,1
763,40,1.255554899985823876186469597610193019737892631935651059779410064056743165,1.25555489998582387618646959761019301973789263193565105977941,4,4,32,32,8,8,0,0,1,0.0591694218786297795296017428967415408973072428495023995165800,1,1,1
764,40,1.259217258459780085587654196987848725236001588271776019980227443344141595,1.25921725845978008558765419698784872523600158827177601998023,5,5,30,30,8,8,2,2,1,0.0585111293645119672605990348669669921507352398946542702084114,1,1,1
765,40,1.261000567100324431043279993374412209514399756550896838219203470695836560,1.26100056710032443104327999337441220951439975655089683821920,4,4,32,32,8,8,0,0,1,0.0734920913596007334639190272519256359715700148022907712422952,1,1,1
766,40,1.261837651283033536225485618698496281220744907241580179206984534453215166,1.26183765128303353622548561869849628122074490724158017920698,6,6,28,28,12,12,0,0,1,0.0558672497260019850935713926865020163855746983698130022665002,1,1,1
767,40,1.263762712635253149614745967018976159624447711349969880748770813645624263,1.26376271263525314961474596701897615962444771134996988074877,4,4,32,32,8,8,0,0,1,0.0877770679984080193741649975918984912497686206997912489899464,1,1,1
768,40,1.264957506426676308138771488031706864103667203365499617848318989364306845,1.26495750642667630813877148803170686410366720336549961784832,2,2,36,36,0,0,4,4,1,0.216517968347627648474702322998827067418747115537350728705732,1,1,1
769,40,1.265651031526525541491862647799698986197902698863045954748247395857796056,1.26565103152652554149186264779969898619790269886304595474825,6,6,28,28,12,12,0,0,1,0.0825686996984698987907019053666167051179188459722262699923694,1,1,1
770,40,1.266356039591838283084606637420794182363880142308237333512435803981895819,1.26635603959183828308460663742079418236388014230823733351244,2,2,36,36,4,4,0,0,1,0.125324859581373632370193350987495359424533559428510497076810,1,1,1
771,40,1.266754668195440032586266608038098544271655332484910528488957079730569243,1.26675466819544003258626660803809854427165533248491052848896,3,3,34,34,4,4,2,2,1,0.230823160081803742500701919843953098737131451700888588932193,1,1,1
772,40,1.267859394094704760782211633558862817761597812049213102887000910230608554,1.26785939409470476078221163355886281776159781204921310288700,6,6,28,28,12,12,0,0,1,0.0464401301340814769067794094902945910614461436391544684109979,1,1,1
773,40,1.269725034034207705758677256751523387020834349815453793438020653926872241,1.26972503403420770575867725675152338702083434981545379343802,8,8,24,24,16,16,0,0,1,0.0851533555147624303990644517561543286048845403931003179723671,1,1,1
774,40,1.270564369213097274004703859726674983966975817781590108943698250184006483,1.27056436921309727400470385972667498396697581778159010894370,6,6,28,28,12,12,0,0,1,0.0471361431587414559981694403454410189271317987933924815456726,1,1,1
775,40,1.270584432718401967208010559717868000001993718705832758579012204002043932,1.27058443271840196720801055971786800000199371870583275857901,4,4,32,32,8,8,0,0,1,0.107446220728124744816447707831122653909287994290235966042177,1,1,1
776,40,1.270799676624448040473360393763015481937771583537138150008217480311543944,1.27079967662444804047336039376301548193777158353713815000822,5,5,30,30,8,8,2,2,1,0.0576100992795256533298941594819332485581627356779228336066750,1,1,1
777,40,1.271543601092550661377683337097489421444811226019557846515117470659515105,1.27154360109255066137768333709748942144481122601955784651512,4,4,32,32,8,8,0,0,1,0.0807579625847746275741165175673627163073080113208281037180155,1,1,1
778,40,1.272196640215804766647926452239209036367315828004939663582661680816029887,1.27219664021580476664792645223920903636731582800493966358266,6,6,28,28,12,12,0,0,1,0.0475692319167441216215963446701355337687647538480998654109354,1,1,1
779,40,1.272780237960677751853455733164339950140398536536040191051321695964112549,1.27278023796067775185345573316433995014039853653604019105132,2,2,36,36,4,4,0,0,1,0.128175623722068261854330617098879552016002071903560587841612,1,1,1
780,40,1.272988605889411683576423718047370713899616849340809746429454582535522877,1.27298860588941168357642371804737071389961684934080974642945,6,6,28,28,12,12,0,0,1,0.0478700173881711399000884094912808109029120600988255254665167,1,1,1
781,40,1.274080098620692652960924454917746583136256938824155562018077779885488432,1.27408009862069265296092445491774658313625693882415556201808,4,4,32,32,8,8,0,0,1,0.0746810138087526940817204898762953358691282576932101245337574,1,1,1
782,40,1.274527905996698631135899770372675287135341177824250925724057505538738330,1.27452790599669863113589977037267528713534117782425092572406,3,3,34,34,4,4,2,2,1,0.119189829034646279412768673363249801556103342175761001818564,1,1,1
783,40,1.276128762737992489531610651143055372801169715668651610049724676411157577,1.27612876273799248953161065114305537280116971566865161004972,6,6,28,28,12,12,0,0,1,0.0884216402789542250073573278972327557957644380740273139447236,1,1,1
784,40,1.276792803138532005652761499063611715016633307089216226444888408412101616,1.27679280313853200565276149906361171501663330708921622644489,6,6,28,28,12,12,0,0,1,0.0487682865772894675637511646025318233203593513833964259672627,1,1,1
785,40,1.276955576127579684171479822016031433047373877269585643815789504111049987,1.27695557612757968417147982201603143304737387726958564381579,2,2,36,36,4,4,0,0,1,0.130024590939320967913253967886901975623874541815925675149015,1,1,1
786,40,1.277333466563466952563890530183324351065086603358957369065498660307265910,1.27733346656346695256389053018332435106508660335895736906550,4,4,32,32,8,8,0,0,1,0.0699646795046290308550490137077958024205152646391838540932921,1,1,1
787,40,1.279278846309435200927189789386700084419273380135631376297116522779396942,1.27927884630943520092718978938670008441927338013563137629712,6,6,28,28,12,12,0,0,1,0.0495959323308013089950419849102209364871826369370222000816503,1,1,1
788,40,1.281194037225773284915130846785379020155107825252746579416973010049116802,1.28119403722577328491513084678537902015510782525274657941697,4,4,32,32,8,8,0,0,1,0.0810720089481916191088631495007853552299196601355776247053580,1,1,1
789,40,1.282525594863101933240869943693773406696812964888624063787623917732496380,1.28252559486310193324086994369377340669681296488862406378762,6,6,28,28,12,12,0,0,1,0.0657535518556733758582298155336449354626205940743859075251433,1,1,1
790,40,1.283251551376648062903413613737613035282166998212166912855097918214567305,1.28325155137664806290341361373761303528216699821216691285510,5,5,30,30,8,8,2,2,1,0.0623524697803468626608956199378769034782147084455513747504135,1,1,1
791,40,1.283794521353076076617347646127232750934910347581543428598357673274607468,1.28379452135307607661734764612723275093491034758154342859836,4,4,32,32,8,8,0,0,1,0.102733814690833546086720544875917238884485033882776730869251,1,1,1
792,40,1.285066056972012075385402657958871136284730127440096444050952526299108524,1.28506605697201207538540265795887113628473012744009644405095,2,2,36,36,4,4,0,0,1,0.133607540982333124928061209626367351434719591056174663351710,1,1,1
