line_no,N,M_stored,M_pari,K_stored,K_pari,U_stored,U_pari,Q_stored,Q_pari,R_stored,R_pari,irreducible,max_off_circle,ok_irr,ok_M,ok_KUQR
3182,98,1.255978694784663228682663724452492671398433017543978600596848346170714170,1.25597869478466322868266372445249267139843301754397860059685,11,11,76,76,20,20,2,2,1,0.0294920969358409791337665277475265320639685424169929866606134,1,1,1
3183,98,1.256117054012665773770735758151950304253963919421420020259568041358929523,1.25611705401266577377073575815195030425396391942142002025957,11,11,76,76,20,20,2,2,1,0.0262833503589550063168805126745038785268133599428254150210560,1,1,1
3184,98,1.256666231498065435462781802257281531864609892136679532450294588088616486,1.25666623149806543546278180225728153186460989213667953245029,11,11,76,76,20,20,2,2,1,0.0266604640658896100559288965981403908394898662793811784302759,1,1,1
3185,98,1.256850919637500859702073720701200951360122907285846116972671944751212198,1.25685091963750085970207372070120095136012290728584611697267,10,10,78,78,20,20,0,0,1,0.0293262239199938784009202369763427343562835108771525654964638,1,1,1
3186,98,1.256874773208255608730656433544696460214703760380921383361671950683931269,1.25687477320825560873065643354469646021470376038092138336167,11,11,76,76,20,20,2,2,1,0.0265375040695423193448010912076356161646658246328300000455585,1,1,1
3187,98,1.257102133977311467418130359608649983915248685220792068109865478186647242,1.25710213397731146741813035960864998391524868522079206810987,12,12,74,74,24,24,0,0,1,0.0261729006726253783327399013205461296773636292503523095588515,1,1,1
3188,98,1.257370960099366103806033027616512647407611982699166298088690228027229394,1.25737096009936610380603302761651264740761198269916629808869,11,11,76,76,20,20,2,2,1,0.0267238301185013009986315286394968438796572180946709898591675,1,1,1
3189,98,1.257423988522614722362993737444802127239885518529851066980741641621368119,1.25742398852261472236299373744480212723988551852985106698074,12,12,74,74,24,24,0,0,1,0.0261026898805576721984390468128610109264316884707246590683003,1,1,1
3190,98,1.257567291783317131643453504380213237033080797357637037775390015480823471,1.25756729178331713164345350438021323703308079735763703777539,12,12,74,74,24,24,0,0,1,0.0260678038210249662108816995301054904323691880613328865579169,1,1,1
3191,98,1.257908959112113768104608392273076894223042933565928593873930883237705765,1.25790895911211376810460839227307689422304293356592859387393,11,11,76,76,20,20,2,2,1,0.0269529322104596932607780762265552183357959138497770725260748,1,1,1
3192,98,1.257926237769565054657632068274928017089474391489672540147349204049645512,1.25792623776956505465763206827492801708947439148967254014735,8,8,82,82,16,16,0,0,1,0.0401822415116738980984280337925096899007485481447179351299542,1,1,1
3193,98,1.258289783547128099241502522801014115299144337797929810733833316028777263,1.25828978354712809924150252280101411529914433779792981073383,10,10,78,78,20,20,0,0,1,0.0300053277040447255139624343318221975592527047543514709403247,1,1,1
3194,98,1.258360848624976238266139761617359482893445429295622385134372506164034870,1.25836084862497623826613976161735948289344542929562238513437,11,11,76,76,20,20,2,2,1,0.0288946143136705130982350587619549807246755765119171931971412,1,1,1
3195,98,1.258444390375910214857241609993796872814610338877993687100458477325630608,1.25844439037591021485724160999379687281461033887799368710046,11,11,76,76,20,20,2,2,1,0.0272281771779425623244194691665889242776489459631888636754536,1,1,1
3196,98,1.258678837489058748308106287800592952485931930235866079784454793766012562,1.25867883748905874830810628780059295248593193023586607978445,8,8,82,82,16,16,0,0,1,0.0482905549284865488596694981977674216581686093179231832598234,1,1,1
3197,98,1.258759873650479529208801896102143071670518390889246537652435017985938986,1.25875987365047952920880189610214307167051839088924653765244,12,12,74,74,24,24,0,0,1,0.0254383484062749334668399125663123501642727463281124010274470,1,1,1
3198,98,1.258883388674669163895966109217170489432495707345371934866421070456395436,1.25888338867466916389596610921717048943249570734537193486642,7,7,84,84,12,12,2,2,1,0.0603769944188120427572476169097740235668956703213633877660128,1,1,1
3199,98,1.259198946924451140664938754335113918893444282734946985328061521888237339,1.25919894692445114066493875433511391889344428273494698532806,11,11,76,76,20,20,2,2,1,0.0279352955475681552046904186757977152489786595879409989627214,1,1,1
3200,98,1.259209984840601532442837586775686325348510677192329571534037467792416132,1.25920998484060153244283758677568632534851067719232957153404,9,9,80,80,16,16,2,2,1,0.0381348051333578105411480169373178956818345429089748887806159,1,1,1
3201,98,1.259314468602574752376615700456114423616821034298124964608360475735359290,1.25931446860257475237661570045611442361682103429812496460836,10,10,78,78,20,20,0,0,1,0.0307956761582217235266334227387760353893063518439821545397991,1,1,1
3202,98,1.259507991663093249616610703561217555738894077354481124916206778228994010,1.25950799166309324961661070356121755573889407735448112491621,10,10,78,78,20,20,0,0,1,0.0317209216526977704052678629029067101100644177921990151585267,1,1,1
3203,98,1.259700869133111185029203315047427854750276643279295485955446107255848792,1.25970086913311118502920331504742785475027664327929548595545,9,9,80,80,16,16,2,2,1,0.0360692200553663598508584887514188437622975098589642399672982,1,1,1
3204,98,1.259818419054158359459466719111455369722549261275050836307133541516151976,1.25981841905415835945946671911145536972254926127505083630713,8,8,82,82,16,16,0,0,1,0.0435360000935988470455961697348456986186312752727008418409067,1,1,1
3205,98,1.278704554853670158143508501117713810980180170852370860749743505672222439,1.27870455485367015814350850111771381098018017085237086074974,11,11,76,76,20,20,2,2,1,0.0281176527739873067145057095237419376179705595396350032163336,1,1,1
3206,98,1.280276809469129480547394713040736307170740182973215468000755829841144648,1.28027680946912948054739471304073630717074018297321546800076,9,9,80,80,16,16,2,2,1,0.0376663766072137033462608846014614656935418830689733439861021,1,1,1
3207,98,1.280376715570107197534377633394029751013502506809481587829310264314448616,1.28037671557010719753437763339402975101350250680948158782931,10,10,78,78,20,20,0,0,1,0.0320199173881528680769553139256234755935681365508928679848353,1,1,1
3208,98,1.280565884051894359281820301258002446429462358485556274239366065123663355,1.28056588405189435928182030125800244642946235848555627423937,15,15,68,68,28,28,2,2,1,0.0202850639352191308965927751707605359509391351097257247039767,1,1,1
3209,98,1.280792011584150955510378243038148266733404775842867729168597795444829134,1.28079201158415095551037824303814826673340477584286772916860,14,14,70,70,28,28,0,0,1,0.0217958279265803804971274137232220430419473493671289721402547,1,1,1
3210,98,1.281482295479198964157843794781432845668474905277189442047703047956489290,1.28148229547919896415784379478143284566847490527718944204770,15,15,68,68,28,28,2,2,1,0.0204702806705712902793082065996970148056555223927070054439053,1,1,1
3211,98,1.281588602523010808916045404173455738370918258134103435768312288033311016,1.28158860252301080891604540417345573837091825813410343576831,13,13,72,72,24,24,2,2,1,0.0238163432552166637376720582264979988279186399883973852522726,1,1,1
3212,98,1.281740065413662329715927125401807062212940595872289850903574036058323799,1.28174006541366232971592712540180706221294059587228985090357,15,15,68,68,28,28,2,2,1,0.0204722680941768311070268832448213680463085618810115464640184,1,1,1
3213,98,1.281849744318390189904292196281689740288876229411360517454384022354592838,1.28184974431839018990429219628168974028887622941136051745438,12,12,74,74,24,24,0,0,1,0.0260099580749593637503389986196593617821870915109389700434154,1,1,1
3214,98,1.283052823210564237011552412529429488420632820067062594907715786526692911,1.28305282321056423701155241252942948842063282006706259490772,15,15,68,68,28,28,2,2,1,0.0206975120515172346256020125731903278395265535832999179671020,1,1,1
3215,98,1.283384575377803183485270228694447056844562117924939873432016818547681363,1.28338457537780318348527022869444705684456211792493987343202,13,13,72,72,24,24,2,2,1,0.0241977997702892928970886671528282572591966910094462747217417,1,1,1
3216,98,1.283426399732563668871282239763877177581828517166834816735205135324204982,1.28342639973256366887128223976387717758182851716683481673521,15,15,68,68,28,28,2,2,1,0.0208120827251829105248269344509945792891559971565494931828009,1,1,1
3217,98,1.283747694628034428279613009324815384472618754340885299753675745976724330,1.28374769462803442827961300932481538447261875434088529975368,15,15,68,68,28,28,2,2,1,0.0208255156860666597613548665176089669400799089056687583423121,1,1,1
3218,98,1.283842911073898700229853856739388062362392513624461423566492263584137459,1.28384291107389870022985385673938806236239251362446142356649,13,13,72,72,24,24,2,2,1,0.0281792321639821183091595978848409531214743372855254100104263,1,1,1
3219,98,1.284022816649046193483592039761233897657729982027257899554181956603166588,1.28402281664904619348359203976123389765772998202725789955418,17,17,64,64,32,32,2,2,1,0.0202047940856763212071289459931964402705491050549334245060336,1,1,1
3220,98,1.284285894215191818223117581278915290598863440640818546310052292675140367,1.28428589421519181822311758127891529059886344064081854631005,10,10,78,78,20,20,0,0,1,0.0433407145366311618828285423074443094104045173763474913266925,1,1,1
3221,98,1.284458046520279583110834416952019008640086042261856234006632332267429192,1.28445804652027958311083441695201900864008604226185623400663,15,15,68,68,28,28,2,2,1,0.0209644830427823481240748790132886089565179315749054049020923,1,1,1
3222,98,1.284459829038681227558685584102010296582726549622635751229386113992542028,1.28445982903868122755868558410201029658272654962263575122939,9,9,80,80,16,16,2,2,1,0.0404623016722217333998515015069431737291180933187371259098568,1,1,1
3223,98,1.284501462143917647620592246921326292042925751792556527262829439071506850,1.28450146214391764762059224692132629204292575179255652726283,14,14,70,70,28,28,0,0,1,0.0225055881124921559530639693935031785140180443157441214149307,1,1,1
3224,98,1.284777625791382949031938894566497760165406871725804835079762338689658963,1.28477762579138294903193889456649776016540687172580483507976,11,11,76,76,20,20,2,2,1,0.0298990295955909341452465833077329305170306934131894597272092,1,1,1
3225,98,1.285086073668503458419559013320281945979384555642504710472490254768227854,1.28508607366850345841955901332028194597938455564250471047249,13,13,72,72,24,24,2,2,1,0.0246129168349282889300971289827901661707408523471605108840974,1,1,1
3226,98,1.285285795574685864000967672887025266864235460812081060672178397964965127,1.28528579557468586400096767288702526686423546081208106067218,17,17,64,64,32,32,2,2,1,0.0201330005365431269965404606955563477642739769397408109565645,1,1,1
3227,98,1.285592424393288836319865121689318485624787383168966332368317932585563990,1.28559242439328883631986512168931848562478738316896633236832,12,12,74,74,24,24,0,0,1,0.0307976528717241527696941288994378858775376933657019891462006,1,1,1
3228,98,1.285621411743517432678137722807276164562117652109266304383860803578206202,1.28562141174351743267813772280727616456211765210926630438386,16,16,66,66,32,32,0,0,1,0.0198007335871849606904890538998952029982123282721389586668527,1,1,1
3229,98,1.285669370607147458601792622493216192556498379839791570274532247452290064,1.28566937060714745860179262249321619255649837983979157027453,14,14,70,70,28,28,0,0,1,0.0227804389127722421427094074089707373483166790035465262556731,1,1,1
3230,98,1.285670676151051190723712710932115752875063859933550648128898770958127468,1.28567067615105119072371271093211575287506385993355064812890,16,16,66,66,32,32,0,0,1,0.0198114543229288418644969056503788786547714523286284346477158,1,1,1
3231,98,1.285864666281744868767881383461149432196246710260533540489159371742987385,1.28586466628174486876788138346114943219624671026053354048916,16,16,66,66,32,32,0,0,1,0.0198545152692630108261773273297020446760089416708660339373355,1,1,1
3232,98,1.285880803641828687960438300272459194919896127703610843169969077967014178,1.28588080364182868796043830027245919491989612770361084316997,15,15,68,68,28,28,2,2,1,0.0212778457646304944734037505867644561215442047286943847059253,1,1,1
3233,98,1.286006833238322763214788657639451859485125313669343910721893461050379795,1.28600683323832276321478865763945185948512531366934391072189,16,16,66,66,32,32,0,0,1,0.0198869992892143362612984604056989728228163673269325660723751,1,1,1
3234,98,1.286082454909855467285955939630171163294536968224820969314222138302360993,1.28608245490985546728595593963017116329453696822482096931422,15,15,68,68,28,28,2,2,1,0.0231408169029704212465472945492498526404982860788259442519868,1,1,1
3235,98,1.286279024853107051815848722629558880288813884445970279425623437952216525,1.28627902485310705181584872262955888028881388444597027942562,11,11,76,76,20,20,2,2,1,0.0354824776896110416621804162252319499893565836991090280137938,1,1,1
3236,98,1.286294465147128081652554761367260489206352486674104892702351416045252870,1.28629446514712808165255476136726048920635248667410489270235,16,16,66,66,32,32,0,0,1,0.0214043685151009225905598147009835127507961311775874843944540,1,1,1
3237,98,1.286562286964598383859744107714685039540807597056616176286530192397034192,1.28656228696459838385974410771468503954080759705661617628653,15,15,68,68,28,28,2,2,1,0.0214537115869238022025979376826934909929845303378462864029321,1,1,1
3238,98,1.286587140905045302520991314016365814303477131464029121510955722599602982,1.28658714090504530252099131401636581430347713146402912151096,16,16,66,66,32,32,0,0,1,0.0200296641180142803648802540728518353640244622852695782016350,1,1,1
3239,98,1.286595097112673439543994950034353145237675556597242270429237307378929760,1.28659509711267343954399495003435314523767555659724227042924,14,14,70,70,28,28,0,0,1,0.0249823358842962233856587425388111487711352819049304671080519,1,1,1
3240,98,1.286844770306630453386564175393349240244312577927737830252921743761276400,1.28684477030663045338656417539334924024431257792773783025292,17,17,64,64,32,32,2,2,1,0.0199660290023778272077365774759750056387024468275375546540354,1,1,1
3241,98,1.287064803475654544409397312136649750300548059432918880485284677540684503,1.28706480347565454440939731213664975030054805943291888048528,16,16,66,66,32,32,0,0,1,0.0201641703839483245779057050967345502366615175065077930233146,1,1,1
3242,98,1.287079294943335245728375114398524970519588414263873583312547223006514075,1.28707929494333524572837511439852497051958841426387358331255,17,17,64,64,32,32,2,2,1,0.0199258539014917039213844000375085695190253882505269664117994,1,1,1
3243,98,1.287182997022955796700106738451130633138965708001484459849144932593452574,1.28718299702295579670010673845113063313896570800148445984914,17,17,64,64,32,32,2,2,1,0.0190629775857421304044062159586801513143183842270069791890323,1,1,1
3244,98,1.287197465663829904933425899739550569488662774677560655654504998289939931,1.28719746566382990493342589973955056948866277467756065565450,11,11,76,76,20,20,2,2,1,0.0309815801022314555663829300966776458816562143729227821360818,1,1,1
3245,98,1.287243511260887933917349089323346325740466135312074192275826728360627718,1.28724351126088793391734908932334632574046613531207419227583,17,17,64,64,32,32,2,2,1,0.0198931665904659352465648676204726416862278794250774440258371,1,1,1
3246,98,1.287271325927642497396695549437419913352875875792191952532613023711073936,1.28727132592764249739669554943741991335287587579219195253261,17,17,64,64,32,32,2,2,1,0.0199224169745617466717597552180556378901193239431998750853807,1,1,1
3247,98,1.287296480048292361111821713426384407300139330958159804971936478692401499,1.28729648004829236111182171342638440730013933095815980497194,17,17,64,64,32,32,2,2,1,0.0191013604177750883721283152123396849290306120897178626826190,1,1,1
3248,98,1.287313941639407395495582436208111295480690350496611649447218489301476430,1.28731394163940739549558243620811129548069035049661164944722,16,16,66,66,32,32,0,0,1,0.0202439196067899560914689933244436008682595347311342681920073,1,1,1
3249,98,1.287356148368460963592880810638700582574226336324668933562905239971846644,1.28735614836846096359288081063870058257422633632466893356291,17,17,64,64,32,32,2,2,1,0.0198678561664791744089733431720702462308665705245320202002291,1,1,1
3250,98,1.287359661128297535637619207603882849962154084516862350724050277575900520,1.28735966112829753563761920760388284996215408451686235072405,13,13,72,72,24,24,2,2,1,0.0273740956803794572223914829049738528658325391664612670797510,1,1,1
3251,98,1.287370360291295262717670812682500798601865295563335956388395705763175688,1.28737036029129526271767081268250079860186529556333595638840,16,16,66,66,32,32,0,0,1,0.0212298135804617996557166470124295087312671690797251051337129,1,1,1
3252,98,1.287470345738959156962877508613198517559723956835542834972491958740502377,1.28747034573895915696287750861319851755972395683554283497249,17,17,64,64,32,32,2,2,1,0.0198390501717087181472142029934378769163256111697211851205243,1,1,1
3253,98,1.287609239014100554266092281775765856170749683588868467633827846029752373,1.28760923901410055426609228177576585617074968358886846763383,9,9,80,80,16,16,2,2,1,0.0442514552762647206721421412000669659486881169568170871354569,1,1,1
3254,98,1.287728263558132395675868166492184220538478031529153207852103101051116194,1.28772826355813239567586816649218422053847803152915320785210,15,15,68,68,28,28,2,2,1,0.0228411795309033467509400124942854659064580750994210292017725,1,1,1
3255,98,1.287883749737505589560326125450922225979065468286980155272340717274632690,1.28788374973750558956032612545092222597906546828698015527234,13,13,72,72,24,24,2,2,1,0.0255617126424283129339286329064448031625205945069942066446403,1,1,1
3256,98,1.288169658829967683197138609761914769714893170251849906378286173679427455,1.28816965882996768319713860976191476971489317025184990637829,15,15,68,68,28,28,2,2,1,0.0220689720079950556361673634752074531225301016198593561384819,1,1,1
3257,98,1.288198607124053199612054903617598323193621402787770672035893930794035889,1.28819860712405319961205490361759832319362140278777067203589,16,16,66,66,32,32,0,0,1,0.0207807271273373832659140478909619004865443257261156303566672,1,1,1
3258,98,1.288284063564568309204207768154986246688421273218315550824153514970073046,1.28828406356456830920420776815498624668842127321831555082415,14,14,70,70,28,28,0,0,1,0.0245345225761928217567249555108311707008323688992795668806659,1,1,1
3259,98,1.288321485469044671040785138751597151645764803785171869958636788177883507,1.28832148546904467104078513875159715164576480378517186995864,15,15,68,68,28,28,2,2,1,0.0225638936499122709775968158056677924260516002039304962451462,1,1,1
3260,98,1.288344375639318528256330335928726644678617227766709720180803307415745855,1.28834437563931852825633033592872664467861722776670972018080,14,14,70,70,28,28,0,0,1,0.0237463560388946528565630297006867673812882122208273729789055,1,1,1
3261,98,1.288398703160743842050528266188674364935935072783593344792636582826120004,1.28839870316074384205052826618867436493593507278359334479264,15,15,68,68,28,28,2,2,1,0.0223070460078649964227797397795207711224089011669020745931035,1,1,1
3262,98,1.288643171595406719395103789836562621159203669383443452841869838216302664,1.28864317159540671939510378983656262115920366938344345284187,11,11,76,76,20,20,2,2,1,0.0328025538804716377118396022256073322219270218490359496610393,1,1,1
3263,98,1.288703166889416341093387808708010054211313377974246903427300500677209183,1.28870316688941634109338780870801005421131337797424690342730,13,13,72,72,24,24,2,2,1,0.0261064621248501264913949669439125023374604696947473280356596,1,1,1
3264,98,1.288779019374782163394958812794069809334116090672640288179661688425636862,1.28877901937478216339495881279406980933411609067264028817966,13,13,72,72,24,24,2,2,1,0.0266403943101952205718680706801337757575879367314962504616362,1,1,1
3265,98,1.288823764374031669302737140540407249198829846382508514532870529422133503,1.28882376437403166930273714054040724919882984638250851453287,11,11,76,76,20,20,2,2,1,0.0322356688064968564937832647469703588128690835636157527154200,1,1,1
3266,98,1.288916882137497301037562783656056521777641635297304970248206477406085647,1.28891688213749730103756278365605652177764163529730497024821,10,10,78,78,20,20,0,0,1,0.0372451529822040273511101997622764491095841242870731760256737,1,1,1
3267,98,1.288959335898594098809925275659314471230256050641584750114072535895422219,1.28895933589859409880992527565931447123025605064158475011407,12,12,74,74,24,24,0,0,1,0.0288115345927185923317225892062802035616603195677577957633409,1,1,1
3268,98,1.289184978106601608034503046171131748295168316859720148576943718358190474,1.28918497810660160803450304617113174829516831685972014857694,9,9,80,80,16,16,2,2,1,0.0499098853395523807005231669925102164506056316399052623250624,1,1,1
3269,98,1.289379408777085552614158613781561926620717915540744825643056350020000062,1.28937940877708555261415861378156192662071791554074482564306,12,12,74,74,24,24,0,0,1,0.0348672803874551517042687274628847426229045200826512334577624,1,1,1
3270,98,1.293752038573221847891915101379368896225150727787814166316387494994554689,1.29375203857322184789191510137936889622515072778781416631639,12,12,74,74,24,24,0,0,1,0.0359619525389415690679282489730397905623508032679249397834984,1,1,1
3271,98,1.293807240813103527329446947820045106989369323239295658447058518146585447,1.29380724081310352732944694782004510698936932323929565844706,13,13,72,72,24,24,2,2,1,0.0324258410160305627719077781511963748888830171432215359067191,1,1,1
3272,98,1.295520641663792692695145543673629702627595039344315917821995751385047616,1.29552064166379269269514554367362970262759503934431591782200,15,15,68,68,28,28,2,2,1,0.0452472155297819042123450475861304589868595250722902237172450,1,1,1
3273,98,1.296315260412041920021013217918735085385257869431303924618552600972860118,1.29631526041204192002101321791873508538525786943130392461855,5,5,88,88,8,8,2,2,1,0.0710412904829144822607981916328008222767072082271202172263794,1,1,1
3274,98,1.298364170208049613360883469634803108587764853801355848323795896211463343,1.29836417020804961336088346963480310858776485380135584832380,17,17,64,64,32,32,2,2,1,0.0319164852248903310522252756460458660505862188163334403008063,1,1,1
3275,98,1.299495564597396427738078488667752930561947835676356087013408599707721633,1.29949556459739642773807848866775293056194783567635608701341,9,9,80,80,16,16,2,2,1,0.0354331255486281994838298020343108812617493533808394022865864,1,1,1
3276,98,1.299791108622670547803133710827565491888451175592146708155888510411887546,1.29979110862267054780313371082756549188845117559214670815589,13,13,72,72,24,24,2,2,1,0.0595999514905815837257387651207916638155759310141053947258635,1,1,1
3277,98,1.299791239057175348528907342709510924170948042987714016325826310850231774,1.29979123905717534852890734270951092417094804298771401632583,11,11,76,76,20,20,2,2,1,0.0378560508775623388107439338088193234218561090422130500334144,1,1,1
3280,100,1.247365098370385546254358097413451547266854061973234269079193378943996479,1.24736509837038554625435809741345154726685406197323426907919,8,8,84,84,16,16,0,0,1,0.0356503584885789262300841632265812101781730331671069888867889,1,1,1
3281,100,1.250230720621296583346385142595532749022163981565416940464049214554832644,1.25023072062129658334638514259553274902216398156541694046405,10,10,80,80,20,20,0,0,1,0.0276705424935274411840574153600486539197662359297303160473966,1,1,1
3282,100,1.250807981117239611891677958290089316300735390407396196240294149453749540,1.25080798111723961189167795829008931630073539040739619624029,11,11,78,78,20,20,2,2,1,0.0251626479884371183723778016285257324271908141982828651384172,1,1,1
3283,100,1.251013986348038767530592563828197209603420296032592227392331417114678455,1.25101398634803876753059256382819720960342029603259222739233,9,9,82,82,16,16,2,2,1,0.0321142756217080826708316013664020709244520638444861516501386,1,1,1
3284,100,1.251267843746379451583133142337094892314542006923645545470830178221724872,1.25126784374637945158313314233709489231454200692364554547083,9,9,82,82,16,16,2,2,1,0.0314806045915359888653250703956001738330491708124143745170861,1,1,1
3285,100,1.253486468169409490867725532485081343330559266436961321361256205933650002,1.25348646816940949086772553248508134333055926643696132136126,12,12,76,76,24,24,0,0,1,0.0266601657515947398998317384316493711191132624899375890450898,1,1,1
3286,100,1.253644418703139531457421408981796535505993513931325480744600435566756136,1.25364441870313953145742140898179653550599351393132548074460,12,12,76,76,24,24,0,0,1,0.0234608655590158269043200611408693271102259608387703037694658,1,1,1
3287,100,1.253913025370290063352636760913294326660644934403491106584243028093560133,1.25391302537029006335263676091329432666064493440349110658424,11,11,78,78,20,20,2,2,1,0.0257088952337997644173359378872111426447321019505876680436125,1,1,1
3288,100,1.254382972400420319076575412520852020637822018543834157294182619763583770,1.25438297240042031907657541252085202063782201854383415729418,11,11,78,78,20,20,2,2,1,0.0259373833180978432011499755104086029246548357868615741407639,1,1,1
3289,100,1.254680979392676081140787866687280752560825412403312322511469041627545607,1.25468097939267608114078786668728075256082541240331232251147,11,11,78,78,20,20,2,2,1,0.0259122225368451753366466243818987861020570720923165773622419,1,1,1
3290,100,1.255078718523253411462162561601894843788835035084858379452758259411243344,1.25507871852325341146216256160189484378883503508485837945276,11,11,78,78,20,20,2,2,1,0.0297374224643940023888568848418906197059783906769324832532475,1,1,1
3291,100,1.256309436951844985598745923410642730583999849104822406285153873621028877,1.25630943695184498559874592341064273058399984910482240628515,12,12,76,76,24,24,0,0,1,0.0240909699424669234360415872904839933509812199903158627403312,1,1,1
3292,100,1.257099596138269417557543598712039649451883920431415530045234000791463955,1.25709959613826941755754359871203964945188392043141553004523,9,9,82,82,16,16,2,2,1,0.0339264973576924123566279865877082748325268226078856652314717,1,1,1
3293,100,1.257141178674524029988549778416371240481755582681451441152899766607866237,1.25714117867452402998854977841637124048175558268145144115290,10,10,80,80,20,20,0,0,1,0.0295638987759281240182383125151305350446508451592096676648051,1,1,1
3294,100,1.257875940609695670890019408887767248956594263862962825698626328401721317,1.25787594060969567089001940888776724895659426386296282569863,7,7,86,86,12,12,2,2,1,0.0594420803270496963312573442053274697627372187011149320075975,1,1,1
3295,100,1.257896689528237886222773795855731364790936382684509645337365493970847843,1.25789668952823788622277379585573136479093638268450964533737,12,12,76,76,24,24,0,0,1,0.0246913149250286434055561732676785972329423001404401245989051,1,1,1
3296,100,1.258277582593429309565996158241150080649913398656545541289634208278029666,1.25827758259342930956599615824115008064991339865654554128963,12,12,76,76,24,24,0,0,1,0.0249020739364703317698664685579063502466840712679111773949986,1,1,1
3297,100,1.258431330412889472105248975193737840618585201603998989752370339194342893,1.25843133041288947210524897519373784061858520160399898975237,12,12,76,76,24,24,0,0,1,0.0258060880547014216758319210415902143332219272278812068862901,1,1,1
3298,100,1.258716685238305980073443119619629075091429199488078596556102959515819060,1.25871668523830598007344311961962907509142919948807859655610,12,12,76,76,24,24,0,0,1,0.0256055797608589437727903189301016336097951685440188099315839,1,1,1
3299,100,1.258803132533479227891617478553077053776712869336030716103306624393927611,1.25880313253347922789161747855307705377671286933603071610331,11,11,78,78,20,20,2,2,1,0.0288892015779386554729622693189281622101566025619642415800002,1,1,1
3300,100,1.259101747552004550378824234593442210335332200742183320404733006416617530,1.25910174755200455037882423459344221033533220074218332040473,11,11,78,78,20,20,2,2,1,0.0284525237430016482058202667649510559934995321049748068915009,1,1,1
3301,100,1.259104519072762108123332761729638946587346161526791497965178615145759699,1.25910451907276210812333276172963894658734616152679149796518,9,9,82,82,16,16,2,2,1,0.0365522936001114440459126420359215385103743682778399922176544,1,1,1
3302,100,1.259245134565253028019267886059262105863566081123728038524543820363284347,1.25924513456525302801926788605926210586356608112372803852454,8,8,84,84,16,16,0,0,1,0.0429181384032359292009953019501972857595820713203600703184476,1,1,1
3303,100,1.259448781010927249150885970683076411789818253988451443368232242568716883,1.25944878101092724915088597068307641178981825398845144336823,10,10,80,80,20,20,0,0,1,0.0312650589825996998288688596520762118752816279161134584985923,1,1,1
3304,100,1.278553964072575226902116794918334865064278544189087069968129025057700123,1.27855396407257522690211679491833486506427854418908706996813,10,10,80,80,20,20,0,0,1,0.0321342970477989563810708323851037351854813226711766505807556,1,1,1
3305,100,1.280461587857265682773135408699805422517251056346976523606117929926377602,1.28046158785726568277313540869980542251725105634697652360612,10,10,80,80,20,20,0,0,1,0.0325592680278051545363276727051532568608929526215007508860021,1,1,1
3306,100,1.280480512328989243517004398258249559125097777233239603815065693366318482,1.28048051232898924351700439825824955912509777723323960381507,14,14,72,72,28,28,0,0,1,0.0218345890837324032953269863970521777084202815425773458142130,1,1,1
3307,100,1.280939212319826610202217034277508743499043920010879067988031046623536545,1.28093921231982661020221703427750874349904392001087906798803,16,16,68,68,32,32,0,0,1,0.0190194653892121084514953950434223815329533759963670898171387,1,1,1
3308,100,1.281261333412504411000773984057737471616086200013309564253671960056628780,1.28126133341250441100077398405773747161608620001330956425367,16,16,68,68,32,32,0,0,1,0.0190671335695598759941414620710150174380798306597803467172587,1,1,1
3309,100,1.281426535780649231104916877783890146295361709654629154528541349944714584,1.28142653578064923110491687778389014629536170965462915452854,10,10,80,80,20,20,0,0,1,0.0468461487091315143499615029422506478479762468192875649957701,1,1,1
3310,100,1.281453085096563869362313424493859394533857745877892155569873813318329921,1.28145308509656386936231342449385939453385774587789215556987,16,16,68,68,32,32,0,0,1,0.0190959103055728090828479803777757661846803644688980688362692,1,1,1
3311,100,1.281553110855864551299353359537949721124139319447411580201781283867946535,1.28155311085586455129935335953794972112413931944741158020178,13,13,74,74,24,24,2,2,1,0.0238585768795350950085166746668807028393522890438816675475489,1,1,1
3312,100,1.281750098458227259618736830107011240712196734860005936907458815475489745,1.28175009845822725961873683010701124071219673486000593690746,15,15,70,70,28,28,2,2,1,0.0204933908738593577591082926474916445602270302916416656612387,1,1,1
3313,100,1.282269742419592457237536346769000619541794583297072866810468005846478287,1.28226974241959245723753634676900061954179458329707286681047,16,16,68,68,32,32,0,0,1,0.0192221614648500557377773252311780385995749812013582120245732,1,1,1
3314,100,1.282294363759089231141256213310309111727682095284853256636853908033512272,1.28229436375908923114125621331030911172768209528485325663685,10,10,80,80,20,20,0,0,1,0.0329981174625540698103951283232814824370883901011368815172820,1,1,1
3315,100,1.282346341073254278773729814995433147304107154026688869486865194261445796,1.28234634107325427877372981499543314730410715402668886948687,14,14,72,72,28,28,0,0,1,0.0221381364366432113852114188768945935719842709617640768996830,1,1,1
3316,100,1.282477479681130249922723064617526731539621075915092417012187941629050749,1.28247747968113024992272306461752673153962107591509241701219,18,18,64,64,36,36,0,0,1,0.0190206799485757635706530435277592291196429556595681200366320,1,1,1
3317,100,1.283012495725703658374571754425029096074666901167914158280011114718427161,1.28301249572570365837457175442502909607466690116791415828001,16,16,68,68,32,32,0,0,1,0.0193594317799326097411429643133473349664869551829067445924542,1,1,1
3318,100,1.283415746977115214587152763335652015133351738393393117390441321354967745,1.28341574697711521458715276333565201513335173839339311739044,16,16,68,68,32,32,0,0,1,0.0194113611872656140422101532845876141919268987718225315588175,1,1,1
