N,M_PN,abs_diff_from_limit,gap_from_previous,K,U,Q,R
406,1.30738087403650932209977070312499096368660162571098448016766969243385566260334334792600945935829387872900613926446388471,5.194684e-02,2.729282e-03,60,286,120,0
408,1.30997019154035117105240374705443328358429560964998514911886086032547403536963544027812097717973803320062292128095105074,5.453615e-02,2.589318e-03,61,286,120,2
410,1.30798012143064167926010764091211602803954223820969532953954924139865366396258152002006699734400725572305175936199107604,5.254608e-02,1.990070e-03,60,290,120,0
412,1.30933167300122165581625672811764840992843117511867054617772034573429556049256808156549151814829955006012322881480200700,5.389764e-02,1.351552e-03,61,290,120,2
414,1.30853577250823889030842612230472749954330549940430159537118088565335515849760063855327785442543649141453363411339153733,5.310173e-02,7.959005e-04,64,286,128,0
416,1.30915891337417674679276530245641308929328083036569183810357195327597516318048292266267586585574298587323249517391649102,5.372488e-02,6.231409e-04,61,294,120,2
418,1.30890628732363935694469170708632944954820450655597791139397392803945402840710921431295233651637073858909739787118001699,5.347225e-02,2.526261e-04,62,294,124,0
420,1.30957587977468880364757459532878159519766570161374570461451432483005418353034597973442891659881713877052777948105676104,5.414184e-02,6.695925e-04,63,294,124,2
422,1.30988631679741785777005830341417047998573874803045512993370747723871351559295984028847242396092009114800071489372574802,5.445228e-02,3.104370e-04,64,294,128,0
424,1.30774895288076795685362719330910317950825151992196474960825968636101428853238521419536787953805507715883646433347069662,5.231492e-02,2.137364e-03,61,302,120,2
426,1.31008744470799320267018683285484821129458976973090684192317851047671956819380691025576027025196845674318464800918626993,5.465341e-02,2.338492e-03,64,298,128,0
428,1.30839767835734424676105011832254298465119537733239596899084453221748640296401027535889093136773281738049097214670265963,5.296364e-02,1.689766e-03,63,302,124,2
430,1.30936953360546474269291927476132773322625742143132058763252227490091918335253802599872747908619492105915009684010495970,5.393550e-02,9.718552e-04,64,302,128,0
432,1.30752254767602060066393141943873387788962499186274121132329148033930007333145667468195451039188052436842017183686402608,5.208851e-02,1.846986e-03,63,306,124,2
434,1.30944830161062369846839982399335809239734207215320131151399560339280789506358475274295536891467754405579301415099330062,5.401426e-02,1.925754e-03,64,306,128,0
436,1.30864160586545449040090635880262275395250711125600943149632054528974852878038311376113279080375559548520163470582733316,5.320757e-02,8.066957e-04,65,306,128,2
438,1.30972630312535382358322106997092242620800533165405370453679598240005031680667739336742276321764536460967274855465529129,5.429227e-02,1.084697e-03,66,306,132,0
440,1.30937578608660407981140328078273231115723237041426353079672123109003283516330100271751089357838551870800905779915768458,5.394175e-02,3.505170e-04,67,306,132,2
442,1.30820348389775963112496233331806303629840399840332599244916103424260310876215193333455885462390967798840029632961808569,5.276945e-02,1.172302e-03,64,314,128,0
444,1.31012240331263719124657795183521269919092597273336403349241870061181554170705270783211914299505000899216913186648879092,5.468837e-02,1.918919e-03,67,310,132,2
446,1.30870994823700220958048493135422922980775417998162182923075811458225723040546932611208933093415315356411421914418049321,5.327591e-02,1.412455e-03,66,314,132,0
448,1.30925808489479474300303614227008553638010644310097562901312964894338608781524636698687748362401825613392104508470449689,5.382405e-02,5.481367e-04,67,314,132,2
450,1.30804933289342584009530620488545483022060861314122317947950830186034275179681399538961941362700956639181423962197588976,5.261530e-02,1.208752e-03,66,318,132,0
452,1.30965609970311081558779523706912226580259552981896133136945924897622638466165712335292859293325980499013740590202230621,5.422206e-02,1.606767e-03,67,318,132,2
454,1.30789332920099908227331904183661623582235690574566660553024078477916471453330120303834990487853370396096235581714236286,5.245929e-02,1.762771e-03,68,318,136,0
456,1.30976396844251637444663764825932766250390008905954733195368004857342298023384777105410889418902578947593392106851692170,5.432993e-02,1.870639e-03,69,318,136,2
458,1.30902659042010380264923198562811428184970465302644819308885186702817816830220261861176346417879950921495288334624002822,5.359255e-02,7.373780e-04,68,322,136,0
460,1.30856823202324833810432539229754184155435562464351964863887657841589188324547061202647592164036157547364604750097192400,5.313419e-02,4.583584e-04,67,326,132,2
462,1.31007479735593539039884618432218013446209231034985884419804351725984872319652008814834547358887395872747722770502786013,5.464076e-02,1.506565e-03,70,322,140,0
464,1.30891674013489221556417293752108259346556785115607503192421957173407663030823245772967876152402403200703790447979472045,5.348270e-02,1.158057e-03,69,326,136,2
466,1.30882733659934747450533678967819166308396302918450320451797502324284166881237324320519636628446841716674829555870782972,5.339330e-02,8.940354e-05,68,330,136,0
468,1.30848440660764917166039341339123117216836198114512872260344099678908433513304799521124553594635492595192275679665530431,5.305037e-02,3.429300e-04,69,330,136,2
470,1.30978893306725647745103518583472753408572000433098163335526384636048694557067197367475232810753578941818965939077448252,5.435490e-02,1.304526e-03,70,330,140,0
472,1.30761105650389489585072073573351415983770680263756625887931726637284045015573943058060947478950041356897255825761852095,5.217702e-02,2.177877e-03,69,334,136,2
474,1.30959819656539879540893798921685344950285848547610444761893305308587453285648179091738022143527813624161323235224341177,5.416416e-02,1.987140e-03,72,330,144,0
476,1.30883103739360140272932870496169553715383647568127952087445607704172947492466282400424674126448685856816208050435336717,5.339700e-02,7.671592e-04,71,334,140,2
478,1.30885258798370180548183381568532701497050054532807366952065763516079436425205231268091352311515094145586681532684149768,5.341855e-02,2.155059e-05,70,338,140,0
480,1.30993623489040027303923438340610100967003558769613523445459459306470177606268520334672124352396978220827298554375308608,5.450220e-02,1.083647e-03,73,334,144,2
482,1.30899254426195532003166180970124682419086965211219784697695699795343367319299857274484897367355656463209162674446373975,5.355851e-02,9.436906e-04,72,338,144,0
484,1.30897953218522895755849540515715761675750414640307315494835628774205271606154870777368661597988968151317802666539758056,5.354549e-02,1.301208e-05,71,342,140,2
486,1.30883810997196348071867002672247473050224252585789481338411457636335112211199265768716771294068480343455842008980963347,5.340407e-02,1.414222e-04,72,342,144,0
488,1.30984990025264667636158839449815849254632392378265366142822367799834744679330226620312858292333192641940272967787542430,5.441586e-02,1.011790e-03,73,342,144,2
490,1.30786716786164611738350189627278247108094393299326011008448290648916295791021007423485227061982065021362758952089509211,5.243313e-02,1.982732e-03,72,346,144,0
492,1.30946736377017062191035957026960493180278866365933382414753973727230353026272694732890924471885191354183918227355233034,5.403333e-02,1.600196e-03,73,346,144,2
494,1.30806604130523323867354688703427600055008981938817908189447973348120343947664146015243625898091825866500107722200437644,5.263200e-02,1.401322e-03,74,346,148,0
496,1.30906300057110189832172614441378882984661386849002150191160161261298678447863464465352823162400384884883555061448521706,5.362896e-02,9.969593e-04,73,350,144,2
498,1.30968117708000588727600576610841686135984287168324504895264257172167074785434525562733019823189642064893114037547113124,5.424714e-02,6.181765e-04,76,346,152,0
500,1.30871774019931058880176013534552901268167800371058453881528655375623857191610969799017852636437100496436252626452175451,5.328370e-02,9.634369e-04,73,354,144,2
502,1.30905541012023612526662623913590802798118009710704360173631146011514500813639234082078623653369658561702318892068391082,5.362137e-02,3.376699e-04,74,354,148,0
504,1.30911816084996201053094691098288143079093035206979676900787562178021399431736960326474867983139353420367028483677663490,5.368412e-02,6.275073e-05,75,354,148,2
506,1.30983711753030757851194169952971884849202594609421856866932238356081245564760606371356002088980264326002144575006809719,5.440308e-02,7.189567e-04,76,354,152,0
508,1.30794994466821301659399134232985417090875165005379936720045134433168146053259713745445493994491937826970517603795793247,5.251591e-02,1.887173e-03,75,358,148,2
510,1.30964857616413026602022113533876117553731546660278930807199205095074046965757298606303997298949455895854521479169302764,5.421454e-02,1.698631e-03,76,358,152,0
512,1.30812242616156789259830476540599717919922474848805204711062643021826087720796872331582913384554053155784485802612160783,5.268839e-02,1.526150e-03,75,362,148,2
514,1.30920244635273105623803809970570269158059689049094079234133833597198414146409588966114900365254732420702608368997160071,5.376841e-02,1.080020e-03,76,362,152,0
516,1.30922870372206890565086426037919182113711466873959942954901524482391364458819186016397705721371743440723796301187493141,5.379467e-02,2.625737e-05,79,358,156,2
518,1.30901352561601483979247463886926281598365800233291111819232809381788999299581517494437235186366772970677764344314254195,5.357949e-02,2.151781e-04,76,366,152,0
520,1.30905033554066548130419291174992663179860414022011286545469777029150325071588759064909884176034485542293037365044772209,5.361630e-02,3.680992e-05,77,366,152,2
522,1.30932949992871031783657216654036618583929870501995385530643379193726991182962318376485384575754357842860193854160574812,5.389546e-02,2.791644e-04,78,366,156,0
524,1.30973853300972917660781609860641932270302092794622666330938146844081298392638732945555453929226756486382093208434594582,5.430450e-02,4.090331e-04,79,366,156,2
526,1.30795553725295994389978240766100750964634035868441243362212441228260452011428709198550600063972592509921165873783786496,5.252150e-02,1.782996e-03,76,374,152,0
528,1.30977028123193894554336106823164932947032557945695532166158588353061579482174049195126589761086717188488251435200614038,5.433624e-02,1.814744e-03,79,370,156,2
530,1.30844081621853699467076131654106328187557172618407905974236383490964720499562415611815807844786706769469198061564524321,5.300678e-02,1.329465e-03,78,374,156,0
532,1.30926828983319857628248839011066518426924580038488406947189292618302635992815880448799880339120708243089869745945271228,5.383425e-02,8.274736e-04,79,374,156,2
534,1.30775761035262167114806832252948118984480848564110112533356281490380011323418909638612927838739899987307353471778124616,5.232357e-02,1.510679e-03,78,378,156,0
536,1.30924878922959257478968639879909072652507981093589174071730148950451828266523965866831543625958168438861177075427953860,5.381475e-02,1.491179e-03,79,378,156,2
538,1.30894716134847983192436891108558193754191182876835233844161859586316369067049850484672928958917367576418638680430420440,5.351312e-02,3.016279e-04,80,378,160,0
540,1.30947331099205385707421290268281699640652810576238909510674213622471173388434331386830292677593983834080641500303580561,5.403927e-02,5.261496e-04,81,378,160,2
542,1.30950285721068093441195719944551729969665217565840186494065547321123764802766452350311172773699568846438709745486600066,5.406882e-02,2.954622e-05,82,378,164,0
544,1.30829898195323918880820647832489886257354600078844435525096601327687386181538422061849201019405448656787144926813806195,5.286494e-02,1.203875e-03,79,386,156,2
546,1.30983476458403266740912221594160675162626580567210008664821578890164429710951990705358182944429010017488577526583023086,5.440073e-02,1.535783e-03,82,382,164,0
548,1.30869038633706799671478538788542319624396863773658075120246801443431350121813866069736309145090286750240277422825482252,5.325635e-02,1.144378e-03,81,386,160,2
550,1.30924322341439487964379814132088900880011275165166420300259155926326521153009464601935496047562446049003200675232094914,5.380919e-02,5.528371e-04,82,386,164,0
552,1.30815337613210461417756973175420248704212041169040054703039660134059842467615242773331611077672603833170518251286515784,5.271934e-02,1.089847e-03,81,390,160,2
554,1.30942835697464028547157708347436740092158731766098062738817112177453594235662040496529794555902378830538965302018361567,5.399432e-02,1.274981e-03,82,390,164,0
556,1.30868738570502418597914938876574891752118952792432528026222827380364789112268126092589389537873049352911969329368605069,5.325335e-02,7.409713e-04,83,390,164,2
558,1.30954333283209280831142707229871861439498725609925151024788665224724593459322293393671292531004624488510473832250078831,5.410930e-02,8.559471e-04,84,390,168,0
560,1.30911644417616829530228178851124005262212427350696839708295670707324552149079427539573502063344732922852353694687383663,5.368241e-02,4.268887e-04,83,394,164,2
562,1.30858316802423983540775164146879576874568106451535089857604305037818726973279793719840723801057063434293929196015468445,5.314913e-02,5.332762e-04,82,398,164,0
564,1.30984164554500361706879943969491943305095925888232078843189841997591858280568895927767716392219254632866125860329218572,5.440761e-02,1.258478e-03,85,394,168,2
566,1.30887035771963457562774756231489692089924967669420847819252715830166873052369868869016416444621552318996648137357602657,5.343632e-02,9.712878e-04,84,398,168,0
568,1.30898099396479524762412024618667061681335425790855748119457863091142070648753803660840111848036405785813499878974956088,5.354696e-02,1.106362e-04,85,398,168,2
570,1.30848900414814359147956927365989771647772528955223220653382344385703832315379960334696420019951978448703105972028135612,5.305497e-02,4.919898e-04,84,402,168,0
572,1.30955544832533037726317334457293047098553615703636572045274099131299371549730109732747253175821955728787075083688660720,5.412141e-02,1.066444e-03,85,402,168,2
574,1.30786215418151763461797763768137689549977860545494187295042622674987960166199346351299266236424695135000910876599847491,5.242812e-02,1.693294e-03,84,406,168,0
576,1.30950604366521733783678391916387038110999076068022447309940080055515773705283884212908515692028721200257795871242814813,5.407201e-02,1.643889e-03,87,402,172,2
578,1.30905714925027756340200575128110180048533777490852813423369587835768987703477386529997323369123548340818581886816014907,5.362311e-02,4.488944e-04,86,406,172,0
580,1.30881276860479216048414455373162346350038688699195656280423012019267502312206150261641770241951534170274481404547410059,5.337873e-02,2.443806e-04,85,410,168,2
582,1.30978647403917905133226664536452175954314491913052002063387976963075662024773296621121796334783218314195569891281839866,5.435244e-02,9.737054e-04,88,406,176,0
584,1.30896855127610566549361841931578956627737744151016275437039885861029306023061646219275851456220388250628595131534856550,5.353451e-02,8.179228e-04,87,410,172,2
586,1.30898263688290970919370981176896378394562485283872339757882058846147519554443650251114195267078871253992954013036095009,5.354860e-02,1.408561e-05,86,414,172,0
588,1.30876974934409091174282086218995988684243171200813516608402100720941055891873453431850705838381363568646204200800934644,5.333571e-02,2.128875e-04,87,414,172,2
590,1.30963138703767762112329238429459244438227418237273693773203066369583986595702768672894313997393580140043604823896081308,5.419735e-02,8.616377e-04,88,414,176,0
592,1.30807533660086685115289847794064212813088183552416059394020497464859025912894307991255803117540303916289391821500085954,5.264130e-02,1.556050e-03,87,418,172,2
594,1.30929017981318348447444344944331880313475518008128229911808493432935371303986621147997878737525988138832420863652040710,5.385614e-02,1.214843e-03,88,418,176,0
596,1.30884732490868187624960947533405077410789555933620026700603538455007903725151786208486732844497876540769639074047052602,5.341329e-02,4.428549e-04,89,418,176,2
598,1.30899094758540517274372235370774984309292770324743427586892104110483046067453004449389171917525904208732399557737213895,5.355691e-02,1.436227e-04,88,422,176,0
600,1.30965699079351704235660484979903606228739401404340769415893382797565447761973908883117077648531052487996560579091962032,5.422295e-02,6.660432e-04,91,418,180,2
602,1.30889899474265361481384086706987501546667675972484729495780860027970764130208143586524250677853734390896270842793597676,5.346496e-02,7.579961e-04,90,422,180,0
604,1.30906841786634297797751227132817713130804146760699838747598739997094557837796001340667239980653962742860326114466379755,5.363438e-02,1.694231e-04,89,426,176,2
606,1.30899955491474669176395945097106511507676709471457985342741981761644453378973633332628495657297546988002825464137378709,5.356552e-02,6.886295e-05,90,426,180,0
608,1.30965473948845703189545040063802301220774898091685961072136760730773280906367994476806589102394054284698576574817932081,5.422070e-02,6.551846e-04,91,426,180,2
610,1.30819063514135079359903361622101188205257624721419272654991757874957293844129454121664039270772420492372997796602094575,5.275660e-02,1.464104e-03,90,430,180,0
612,1.30945052593542264949229029869690553067006778617015594941775099532197356100531973490124504263016454192996108353625273507,5.401649e-02,1.259891e-03,91,430,180,2
614,1.30821664036141305783420178408600341016910405320897168361583053860365818562552246142742057228100583656649764514045713209,5.278260e-02,1.233886e-03,90,434,180,0
616,1.30911897172839787393150723109911018610850895001453204036776420655785744791596907296310344532849066296451654789973186265,5.368493e-02,9.023314e-04,91,434,180,2
618,1.30942069852265108399593229835496774208474272280293987952078385926727139026859014502843612626286615138474149129811610516,5.398666e-02,3.017268e-04,94,430,188,0
620,1.30892846908928215380204324252160215429675727327815819147319443763540558693018003276558112096907849760421455596028348176,5.349443e-02,4.922294e-04,91,438,180,2
622,1.30909929108938753963576736102589126311952725976348647844246217762581978927420891863853540966693946165086483181396857890,5.366525e-02,1.708220e-04,92,438,184,0
624,1.30918087250854027984316737485439276191411801656767281115963603726593455325199193724112357134390292522656681921658862746,5.374683e-02,8.158142e-05,93,438,184,2
626,1.30961871363885500917558775339717928922309305401264448775086837643564563862225955485605270691370088560434976980698041499,5.418468e-02,4.378411e-04,94,438,188,0
628,1.30808960090043521639688376175956213003837135297050333885123665332437485776907025085425659713952316342178729748930444698,5.265556e-02,1.529113e-03,91,446,180,2
630,1.30956782228896444155113199517950623965193123662841473713986268586241013669345391180871404393040955454388400990460054629,5.413378e-02,1.478221e-03,94,442,188,0
632,1.30847285105504195160700592299705110651046550064729187498800950745271898774068654018067644170324617994520095112346483027,5.303881e-02,1.094971e-03,93,446,184,2
634,1.30919501846295828982697203032195689049174430609896667321118012947922629344985260511438921875751664219082487466781295863,5.376098e-02,7.221674e-04,94,446,188,0
636,1.30894945343208593003626041048415959442702733239393678489396981933315163679778922261172164195115151353254705883152287500,5.351542e-02,2.455650e-04,97,442,192,2
638,1.30912621395607387764280646410011038877597815593281950647889064095694547248518967276677938530115748580704354649753061097,5.369218e-02,1.767605e-04,94,450,188,0
640,1.30906773284336164098897830318722679546684667071524746195401865268941473584981969553841794471969214343032001917837046435,5.363370e-02,5.848111e-05,95,450,188,2
642,1.30931405401191373566763966842184076540100514600760317063352556685625378491241387848217247229234143621048197587304330893,5.388002e-02,2.463212e-04,96,450,192,0
644,1.30950007714602252629846335220912494099573161379822320518996668683819889169477033221111529561818835961314132114283299736,5.406604e-02,1.860231e-04,97,450,192,2
646,1.30836380036928097481990496770500536413923047688790681832913970232020137478470418442492931511707206281670250361229381468,5.292976e-02,1.136277e-03,94,458,188,0
648,1.30964323635587873976382368596234905505950219762899226928777316880601076779194215074629136845279373869148207859855158913,5.420920e-02,1.279436e-03,97,454,192,2
650,1.30868059425865745689800669581095133788689150955807177770224066656239928515574286976632708327181945363894673019188185111,5.324656e-02,9.626421e-04,96,458,192,0
652,1.30920998895388658121264927312852766237735804215559485659458908668829633480511172733271927522737784748435107972331053596,5.377595e-02,5.293947e-04,97,458,192,2
654,1.30822701407442175216948839913958179818787751475087189055228406001332742518292685764997916187317854467874357275413561153,5.279298e-02,9.829749e-04,96,462,192,0
656,1.30928351256890869484162302973730302152048777273109840712880154514066112879253464756684781002525107350177911474589392091,5.384947e-02,1.056498e-03,97,462,192,2
658,1.30895318423547179479422930829379832960642625664844377385608217941651695666217811443798414398115531815344587409183418313,5.351915e-02,3.303283e-04,98,462,196,0
660,1.30939544046159772085698256137098271389155211346952527604550390429401382609422206297650882652463741236154703784626477421,5.396140e-02,4.422562e-04,99,462,196,2
662,1.30913833733467388850791712285779768170567756116089050094567331957389579320026592542855068874434918136444425822848894325,5.370430e-02,2.571031e-04,98,466,196,0
664,1.30859585860212833160146088182609210425873307263819563319370412871680318971552448608750207124706459376668706709650693797,5.316182e-02,5.424787e-04,97,470,192,2
666,1.30967642169562069608272930600048655140084143893024164110326058320566232942350282436069099704117712831366575037104912084,5.424238e-02,1.080563e-03,100,466,200,0
668,1.30883914028382868243572408284429033600950150849739185956280712463278560669722680970124002045207196238746210325423557913,5.340510e-02,8.372814e-04,99,470,196,2
670,1.30912102304695961944263310088918116518999651204337145627991807504836322122539565681763516131200092100895994600731852270,5.368699e-02,2.818828e-04,100,470,200,0
672,1.30849842189612859844509663379417521076373683312491227957213861089399941141259030245904432377530520226139978620158412811,5.306438e-02,6.226012e-04,99,474,196,2
674,1.30940208918913736675699607194508981702806002187642307960513549970614406144983110566310028067596310733412579477476429074,5.396805e-02,9.036673e-04,100,474,200,0
676,1.30867958891107329908981029030320042474164864645217022655901261677454839288464622825763228908179018684598276850946810354,5.324555e-02,7.225003e-04,101,474,200,2
678,1.30940933918936015965001766137943973493689081561526779392362835415649766040245342643509650471042103091243239056780973071,5.397530e-02,7.297503e-04,102,474,204,0
680,1.30913718509116820833586970083991599457311592690965122922645073409958397879671025140072914238907850570917065399697015422,5.370315e-02,2.721541e-04,101,478,200,2
682,1.30878836236365746935346882045455207491191358838635625533084167636069355910006125069748300015500345564282152358014248625,5.335432e-02,3.488227e-04,100,482,200,0
684,1.30966476726785851526896233379104073865432983223487516873156586918054738008280669947917148439167255975628767423845780528,5.423073e-02,8.764049e-04,103,478,204,2
686,1.30894192779408519056524485271041947746599635606640968296794093279239458508636253257215584704425120226896650724415170432,5.350789e-02,7.228395e-04,102,482,204,0
688,1.30897453914914973621360256517046285529925423732323502331686657355490977142721195514876033843478244258933319629692738976,5.354050e-02,3.261136e-05,101,486,200,2
690,1.30873025368261558629027130012783895215004975747575371261833040268028945566776288373516000754829770261057364335966252751,5.329622e-02,2.442855e-04,102,486,204,0
692,1.30948254010821908881640271401263351287973635243151729996084673655212190822783181610830347223179996001833896058690953362,5.404850e-02,7.522864e-04,103,486,204,2
694,1.30820751523982024465282568220284331073178095019579614716388103062596168715707094609755610101953511427870938624822011535,5.277348e-02,1.275025e-03,102,490,204,0
696,1.30917454477047523867549201375393168143596736256125002092731744788529421648678402173900331092229643016671149760677178418,5.374051e-02,9.670295e-04,103,490,204,2
698,1.30905886860694619468183705561598939981227748605956532245913710369606025201653274815925638587075505030130725818980368565,5.362483e-02,1.156762e-04,104,490,208,0
700,1.30894302197595758828497952449699517741221979936363482638661016058492946836313226321675153840715830414317097566135545941,5.350898e-02,1.158466e-04,103,494,204,2
702,1.30960159659030111091946742955053106175027840558856524883297675268455821306483739368984826462010888497007316344672397015,5.416756e-02,6.585746e-04,106,490,212,0
704,1.30895805912977435918216796287806000686380915430925953106412713099503235351687144938823943843940693730827870531006603395,5.352402e-02,6.435375e-04,105,494,208,2
706,1.30906223455722201253918917887334942198388373663364056239645998546721925846753239082270175431255021080746907402990904341,5.362820e-02,1.041754e-04,104,498,208,0
708,1.30892472936290910840023169259930010989648820964075219959850605863578545369404035456903778194788909270489059073613177161,5.349069e-02,1.375052e-04,105,498,208,2
710,1.30952380792186061066827665591542982429286518483282056618093455724320594467319739101706635796943582472606303491254291259,5.408977e-02,5.990786e-04,106,498,212,0
712,1.30832676400549158444529334151027984407625325779175375214896972060148885739476953485374090736715657952888513371609395982,5.289273e-02,1.197044e-03,105,502,208,2
714,1.30931756307536544516028527784541401131866683339726787649898455844867995201660484994675590466974863310556333533158777565,5.388353e-02,9.907991e-04,106,502,212,0
716,1.30882000435140180300554104718941711740838711579147050051893368054938494531891531928513942484281963640777447786301538428,5.338597e-02,4.975587e-04,107,502,212,2
718,1.30906040766364173780860494871123813929291449269363657807627164429667842699541560137046661275103615210467783037178671261,5.362637e-02,2.404033e-04,106,506,212,0
720,1.30947100869858255429602559193661241007390558959321677122760161890110544713296808899963566919018199499226187126201964971,5.403697e-02,4.106010e-04,109,502,216,2
722,1.30887414701702543120158371296026167459356455929120516104067066575032865932833624824247355596551416435379743369070884082,5.344011e-02,5.968617e-04,106,510,212,0
724,1.30911024647779183401461126952304445058575250971074638449311515885613016056802213421284711420911010351667397058223120859,5.367621e-02,2.360995e-04,107,510,212,2
726,1.30908317904288080060294825723601283082155025601929151945013504115465420625346664925995984365471840650904994395720800658,5.364914e-02,2.706743e-05,108,510,216,0
728,1.30952176731761541109426542808462350504964651992759586002765116058212772610343885039330301924818909740343099248400171402,5.408773e-02,4.385883e-04,109,510,216,2
730,1.30829029101409592422544950518458927620028765888249843497593963092034197647636517417954802405337397979003146186641281785,5.285625e-02,1.231476e-03,108,514,216,0
732,1.30942804324199671755439598009967556399800494176885624443949755921218327441787019963508948573404446066802695529245854644,5.399401e-02,1.137752e-03,109,514,216,2
734,1.30849753623253265863778233442392931446028964530449019181141009578731807157426354214876005695990123766527703075864774305,5.306350e-02,9.305070e-04,108,518,216,0
736,1.30913924970741215259681873335770417281388318545162185242196837062185664818534793931686443599107152681478766248838529468,5.370521e-02,6.417135e-04,109,518,216,2
738,1.30922575921609378657080639868868759839738719775414592180522362385773056964239556332616217496955898493588204309968973159,5.379172e-02,8.650951e-05,112,514,224,0
740,1.30904453449051435625318130203089379587590258766856933032175020474987085015006327490505106899025515103630879254871494522,5.361050e-02,1.812247e-04,109,522,216,2
742,1.30911478140578489543127758537821228529665392702397663873363805176787071464006358195505119509513990038732224204823146822,5.368074e-02,7.024692e-05,110,522,220,0
744,1.30920565974433627252404498335250264824019915116027429334027047279945132987554798347051365962341152543479495178058306706,5.377162e-02,9.087834e-05,111,522,220,2
746,1.30946421539253440666927533869146785749253158488098370453354341500221526375775261234872101813374885432759822249729927728,5.403018e-02,2.585556e-04,112,522,224,0
748,1.30841065069608715521976442587155461721483570115265743607703438036281154029313374515298688271119721957377958369939941905,5.297661e-02,1.053565e-03,109,530,216,2
750,1.30950662813778927799453740170452446531884242245872177884875620084228551869288484163220594523177965199171140550751803794,5.407259e-02,1.095977e-03,112,526,224,0
752,1.30867542923764019097636751362537877688441811183856218087624639699427782849049730558591682841202105956518987420141952781,5.324139e-02,8.311989e-04,111,530,220,2
754,1.30917429331818182153814032615542089335615165468235228478762103988012909255865899256178112189808031510564387078588044688,5.374026e-02,4.988641e-04,112,530,224,0
756,1.30870891588881340091747204517184639832714434301655484233401990860288307183068963845500490191752991006778671686166202661,5.327488e-02,4.653774e-04,113,530,224,2
758,1.30918421339558252897593772187758971517328400914438320681893161261980167111157996854787008193088483597034905110778248927,5.375018e-02,4.752975e-04,112,534,224,0
760,1.30906665373416561269903381229849053923315158967651032969657110505204596523967384282084350973693652425011225202711443944,5.363262e-02,1.175597e-04,113,534,224,2
762,1.30928989026404385699330285705285127589192245705399175188199850665079777549141759485506358139064903670770696495558535047,5.385585e-02,2.232365e-04,114,534,228,0
764,1.30928927142413533218173979368395117350115219039308179517508887081688971825768560098514248131135430817934255317252281943,5.385523e-02,6.188399e-07,115,534,228,2
766,1.30860642137795792928754604164838754404836210883024758378557110464175229451022527431973032505825039339638237815678572023,5.317238e-02,6.828500e-04,112,542,224,0
768,1.30955303343508443918373483460694929815658728476990826137379529105251012598014585922682040156398436768629631112526371379,5.411900e-02,9.466121e-04,115,538,228,2
770,1.30881678165322500617308069157898370647411595906101329872636493919240779715075444746326122675994222557116347910430337067,5.338274e-02,7.362518e-04,114,542,228,0
772,1.30914635032670320456010026084091688915518372246027534692970808706646519480134888477295602210386154264149149122156484842,5.371231e-02,3.295687e-04,115,542,228,2
774,1.30850898056492316425007783668102674584542457898078507320709379940026108596627637006287889625710740335574635369297893996,5.307494e-02,6.373698e-04,114,546,228,0
776,1.30929417527073988826339711093194757789905445856944434357678439546770166485308790769348707872666693578676642444546141487,5.386014e-02,7.851947e-04,115,546,228,2
778,1.30894140386859880518398536110961853876700895097869178260811756936701539512966123332628258236602384638135536419909322472,5.350737e-02,3.527714e-04,116,546,232,0
780,1.30932748862403047886783450054717401180096204856632847175326636710171170866072318858843705576813023975914587824002298239,5.389345e-02,3.860848e-04,117,546,232,2
782,1.30916080070468623628935075490674640973313041308728500240175103732132989606566762548412576225485401844619425892437474184,5.372676e-02,1.666879e-04,116,550,232,0
784,1.30877218084152739647454651402187165073437767808629364843489090440521379366080567436546929244663571342541404431663051901,5.333814e-02,3.886199e-04,115,554,228,2
786,1.30956561444369208215666275439809233935072446209193439797397365291882399014214316761093446667645200900665821897798558021,5.413158e-02,7.934336e-04,118,550,236,0
788,1.30891774781845957359605933242356603167521596570590550237340404204203550846468383140345686815886687530206002659152129308,5.348371e-02,6.478666e-04,117,554,232,2
790,1.30896248211257197606284499323757761762226565317939152735722448392408598080703272191811923524628386369467027597547108581,5.352844e-02,4.473429e-05,116,558,232,0
792,1.30870594985657620842556695976432436620663430628419184376122226202663917202166681120792694508024500067351868480888550319,5.327191e-02,2.565323e-04,117,558,232,2
794,1.30937469218955105143703108942822148255755468937677485507612902751327685643833246167635977374444067799000257577239347580,5.394065e-02,6.687423e-04,118,558,236,0
796,1.30861812609700009912393252529023217505815953330610729433949299597964651474307391443301794681564008959642979985282848892,5.318409e-02,7.565661e-04,119,558,236,2
798,1.30927724882967874908151903585281539328561339348528082322125344995079419246921926447735200923235889209677020912613012021,5.384321e-02,6.591227e-04,120,558,240,0
800,1.30913943691580603791858763978897916865860122444914054969418198693191701388452626351715333152523064157901899045974106213,5.370540e-02,1.378119e-04,119,562,236,2
802,1.30890892114859342716605303674316880759628775297735967187696835658651151226866527379677662590192117269614645600894670794,5.347488e-02,2.305158e-04,118,566,236,0
804,1.30954040482538204486455951602277041624670890589135395715800688810376347026823459335016641158007771377962955038726099881,5.410637e-02,6.314837e-04,121,562,240,2
806,1.30896374400370255373022121540090149238304791031060605485569682918723287917251303601051784085118545121893401435995480729,5.352971e-02,5.766608e-04,120,566,240,0
808,1.30904867702537472120950049462413237197855744084516898456806517229739791644889996220345943447304981714550506450834810412,5.361464e-02,8.493302e-05,119,570,236,2
