m,deg_Pm,Pm_irreducible,n_factors,M_Pm,deg_smallest_factor,M_smallest_factor,factor_in_database
729,730,1,1,1.25560613907965238314417340101,730,1.25560613907965238314417340101,False
731,732,1,1,1.25524535148077277231972403320,732,1.25524535148077277231972403320,False
733,734,1,1,1.25550511768412890061360618125,734,1.25550511768412890061360618125,False
735,736,1,1,1.25558129199668358054197534108,736,1.25558129199668358054197534108,False
737,738,1,1,1.25536345837624634239230355880,738,1.25536345837624634239230355880,False
739,740,1,1,1.25564672263736150730614902405,740,1.25564672263736150730614902405,False
741,742,0,2,1.25518914951614992746837032961,738,1.25518914951614992746837032961,False
743,744,1,1,1.25561880519902462804792082746,744,1.25561880519902462804792082746,False
745,746,1,1,1.25498751334474129322350690828,746,1.25498751334474129322350690828,False
747,748,0,2,1.25553313924512495162160704508,744,1.25553313924512495162160704508,False
749,750,1,1,1.25553394436612203356094545382,750,1.25553394436612203356094545382,False
751,752,1,1,1.25540526453335700366950910178,752,1.25540526453335700366950910178,False
753,754,1,1,1.25563474794997967913435862681,754,1.25563474794997967913435862681,False
755,756,1,1,1.25524394837461286915677014539,756,1.25524394837461286915677014539,False
757,758,1,1,1.25562681538873901769571187020,758,1.25562681538873901769571187020,False
759,760,1,1,1.25505487562360885312737309427,760,1.25505487562360885312737309427,False
761,762,1,1,1.25555664370934910741120583212,762,1.25555664370934910741120583212,False
763,764,1,1,1.25547041805281568349025401329,764,1.25547041805281568349025401329,False
765,766,0,2,1.25544238199855688803972819749,762,1.25544238199855688803972819749,False
767,768,1,1,1.25561653719862884016385402406,768,1.25561653719862884016385402406,False
769,770,1,1,1.25529375186603123556959249491,770,1.25529375186603123556959249491,False
771,772,0,2,1.25563017159023041752910751355,768,1.25563017159023041752910751355,False
773,774,0,2,1.25511686712053386039236133777,766,1.25511686712053386039236133777,False
775,776,1,1,1.25557579114431399635960566800,776,1.25557579114431399635960566800,False
777,778,1,1,1.25537941102237291148194157401,778,1.25537941102237291148194157401,False
779,780,1,1,1.25547504801566612220625411735,780,1.25547504801566612220625411735,False
781,782,1,1,1.25559123177173526006096088668,782,1.25559123177173526006096088668,False
783,784,1,1,1.25533884823272092204040401192,784,1.25533884823272092204040401192,False
785,786,1,1,1.25562879355365687886448287700,786,1.25562879355365687886448287700,False
787,788,0,2,1.25517381652332584864814837477,780,1.25517381652332584864814837477,False
789,790,0,2,1.25559069999244371521406212507,786,1.25559069999244371521406212507,False
791,792,1,1,1.25521479487617249473331191358,792,1.25521479487617249473331191358,False
793,794,1,1,1.25550346754110367928481197982,794,1.25550346754110367928481197982,False
795,796,0,2,1.25555739124706489627436936567,792,1.25555739124706489627436936567,False
797,798,1,1,1.25537949532075312987794325715,798,1.25537949532075312987794325715,False
799,800,1,1,1.25562249470304595895845984476,800,1.25562249470304595895845984476,False
801,802,1,1,1.25522602166552899519111028933,802,1.25522602166552899519111028933,False
803,804,1,1,1.25560144361102955440814459984,804,1.25560144361102955440814459984,False
805,806,1,1,1.25504783730998560516007880045,806,1.25504783730998560516007880045,False
807,808,1,1,1.25552781390770727559090652176,808,1.25552781390770727559090652176,False
809,810,1,1,1.25551245675961770102852244564,810,1.25551245675961770102852244564,False
811,812,1,1,1.25541592252655459346125142730,812,1.25541592252655459346125142730,False
813,814,0,2,1.25561094194082779206540072646,810,1.25561094194082779206540072646,False
815,816,1,1,1.25527375204546125353423625028,816,1.25527375204546125353423625028,False
817,818,1,1,1.25560804426612243455411954367,818,1.25560804426612243455411954367,False
819,820,0,2,1.25510644057227557613775137812,816,1.25510644057227557613775137812,False
821,822,1,1,1.25554822868133792638366753961,822,1.25554822868133792638366753961,False
823,824,1,1,1.25545131280064115313396425900,824,1.25545131280064115313396425900,False
825,826,1,1,1.25544833228361946505528938749,826,1.25544833228361946505528938749,False
827,828,1,1,1.25559358596718215313151273633,828,1.25559358596718215313151273633,False
829,830,1,1,1.25531725096761580837415709299,830,1.25531725096761580837415709299,False
831,832,1,1,1.25561046337640786279510555139,832,1.25561046337640786279510555139,False
833,834,0,2,1.25516053346990682015830581532,826,1.25516053346990682015830581532,False
835,836,1,1,1.25556482053506042746859779668,836,1.25556482053506042746859779668,False
837,838,0,2,1.25536093271171216934964442014,834,1.25536093271171216934964442014,False
839,840,1,1,1.25547690107603456447906757033,840,1.25547690107603456447906757033,False
841,842,1,1,1.25556953274312681304681605790,842,1.25556953274312681304681605790,False
843,844,0,2,1.25535673733097606649601202295,840,1.25535673733097606649601202295,False
845,846,1,1,1.25560858592878333555805910394,846,1.25560858592878333555805910394,False
847,848,0,2,1.25521036716379717741346763146,840,1.25521036716379717741346763146,False
849,850,1,1,1.25557766285525565500563953144,850,1.25557766285525565500563953144,False
851,852,1,1,1.25516751350137810476382485567,852,1.25516751350137810476382485567,False
853,854,1,1,1.25550177994030035471419770537,854,1.25550177994030035471419770537,False
855,856,1,1,1.25553728410178832776103509089,856,1.25553728410178832776103509089,False
857,858,1,1,1.25539240707815697051919085222,858,1.25539240707815697051919085222,False
859,860,1,1,1.25560219532448768124856007880,860,1.25560219532448768124856007880,False
861,862,0,2,1.25525617004471678134267236301,858,1.25525617004471678134267236301,False
863,864,1,1,1.25558678961855467378450033950,864,1.25558678961855467378450033950,False
865,866,1,1,1.25509742479528663199027928732,866,1.25509742479528663199027928732,False
867,868,0,2,1.25552309438307792131343290368,864,1.25552309438307792131343290368,False
869,870,1,1,1.25549414072554002479967152180,870,1.25549414072554002479967152180,False
871,872,1,1,1.25542443430760652555322386530,872,1.25542443430760652555322386530,False
873,874,1,1,1.25559093154050470622223659932,874,1.25559093154050470622223659932,False
875,876,1,1,1.25529814933857969536233965538,876,1.25529814933857969536233965538,False
877,878,1,1,1.25559218878717668710248898838,878,1.25559218878717668710248898838,False
879,880,1,1,1.25514892878398051399456153485,880,1.25514892878398051399456153485,False
881,882,1,1,1.25554094359442863586230763769,882,1.25554094359442863586230763769,False
883,884,1,1,1.25543451201393885572561061084,884,1.25543451201393885572561061084,False
885,886,0,2,1.25545297203735662044923181826,882,1.25545297203735662044923181826,False
887,888,1,1,1.25557421808492152877441671812,888,1.25557421808492152877441671812,False
889,890,1,1,1.25533649245295052404732529767,890,1.25533649245295052404732529767,False
891,892,0,2,1.25559379196441364623894780624,888,1.25559379196441364623894780624,False
893,894,0,2,1.25519658826082854851648992142,886,1.25519658826082854851648992142,False
895,896,1,1,1.25555539876454383411181772780,896,1.25555539876454383411181772780,False
897,898,1,1,1.25534286194538959357433523417,898,1.25534286194538959357433523417,False
899,900,1,1,1.25547815259152739294077985574,900,1.25547815259152739294077985574,False
901,902,1,1,1.25555112527724078533076047583,902,1.25555112527724078533076047583,False
903,904,1,1,1.25537136807283446571484526318,904,1.25537136807283446571484526318,False
905,906,1,1,1.25559145812951839013340004609,906,1.25559145812951839013340004609,False
907,908,0,2,1.25524059844567084244635950810,900,1.25524059844567084244635950810,False
909,910,0,2,1.25556650020080990243732426602,906,1.25556650020080990243732426602,False
911,912,1,1,1.25508956586963138878371652428,912,1.25508956586963138878371652428,False
913,914,1,1,1.25550008755773580179036345632,914,1.25550008755773580179036345632,False
915,916,0,2,1.25552008783646249015576205132,912,1.25552008783646249015576205132,False
917,918,1,1,1.25540292700572476612004330353,918,1.25540292700572476612004330353,False
919,920,1,1,1.25558494749171827370880683738,920,1.25558494749171827370880683738,False
921,922,1,1,1.25528113727151110541718418981,922,1.25528113727151110541718418981,False
923,924,1,1,1.25557425276241851654563032121,924,1.25557425276241851654563032121,False
925,926,1,1,1.25513871362413487925705663711,926,1.25513871362413487925705663711,False
927,928,1,1,1.25551886723122676890054942129,928,1.25551886723122676890054942129,False
929,930,1,1,1.25547823062711433054322222086,930,1.25547823062711433054322222086,False
931,932,1,1,1.25543130276629588173864620673,932,1.25543130276629588173864620673,False
933,934,0,2,1.25557387783293885496167456899,930,1.25557387783293885496167456899,False
935,936,1,1,1.25531836641308108798046185999,936,1.25531836641308108798046185999,False
937,938,1,1,1.25557861882743848972601107485,938,1.25557861882743848972601107485,False
939,940,0,2,1.25518437411356820729994170194,936,1.25518437411356820729994170194,False
941,942,1,1,1.25553455941420586948357420481,942,1.25553455941420586948357420481,False
943,944,1,1,1.25541933581104687047136558142,944,1.25541933581104687047136558142,False
945,946,1,1,1.25545661187908278466130438650,946,1.25545661187908278466130438650,False
947,948,1,1,1.25555764749109268303315935495,948,1.25555764749109268303315935495,False
949,950,1,1,1.25535243212725679874403072289,950,1.25535243212725679874403072289,False
951,952,1,1,1.25557950747586995626496953577,952,1.25557950747586995626496953577,False
953,954,0,2,1.25522671550183315933141535775,946,1.25522671550183315933141535775,False
955,956,1,1,1.25554720736683366383921044419,956,1.25554720736683366383921044419,False
957,958,0,2,1.25532403795553004444496659225,954,1.25532403795553004444496659225,False
959,960,1,1,1.25547895386152459793052297464,960,1.25547895386152459793052297464,False
961,962,1,1,1.25553528870479553624317986914,962,1.25553528870479553624317986914,False
963,964,0,2,1.25538346590424496546867111347,960,1.25538346590424496546867111347,False
965,966,1,1,1.25557675759085214904433356103,966,1.25557675759085214904433356103,False
967,968,0,2,1.25526589169531290537184802486,960,1.25526589169531290537184802486,False
969,970,1,1,1.25555682659273087422776620247,970,1.25555682659273087422776620247,False
971,972,1,1,1.25512966041053914476862709583,972,1.25512966041053914476862709583,False
973,974,1,1,1.25549841082762253621991668432,974,1.25549841082762253621991668432,False
975,976,1,1,1.25550515664039440020473283496,976,1.25550515664039440020473283496,False
977,978,1,1,1.25541158492166363409006417928,978,1.25541158492166363409006417928,False
979,980,1,1,1.25557011066026793396860769109,980,1.25557011066026793396860769109,False
981,982,0,2,1.25530204313891866483007618550,978,1.25530204313891866483007618550,False
983,984,1,1,1.25556339995593124977754930981,984,1.25556339995593124977754930981,False
985,986,1,1,1.25517347791653995709172136943,986,1.25517347791653995709172136943,False
987,988,0,2,1.25551504662056251211293201781,984,1.25551504662056251211293201781,False
989,990,1,1,1.25546415581953069620395616670,990,1.25546415581953069620395616670,False
991,992,1,1,1.25543689228511423546710821258,992,1.25543689228511423546710821258,False
993,994,1,1,1.25555916503436691828326967153,994,1.25555916503436691828326967153,False
995,996,1,1,1.25533529746901327398509049467,996,1.25533529746901327398509049467,False
997,998,1,1,1.25556687030984128359696012820,998,1.25556687030984128359696012820,False
999,1000,1,1,1.25521426393575955927518201999,1000,1.25521426393575955927518201999,False
1001,1002,1,1,1.25552890533502679645625053074,1002,1.25552890533502679645625053074,False
