a,d,sign,m,deg_P,n_factors,M_P,deg_smallest_factor,M_smallest_factor,in_db
2,9,1,67,68,2,1.466367890935140363798046,62,1.466367890935140363798046,False
2,9,1,69,70,1,1.446010164320437216678902,70,1.446010164320437216678902,False
2,9,1,71,72,1,1.466522314020517589345012,72,1.466522314020517589345012,False
2,9,1,73,74,2,1.452034148670106926271007,68,1.452034148670106926271007,False
2,9,1,75,76,1,1.451869904341372903733091,76,1.451869904341372903733091,False
2,9,1,77,78,1,1.473925829650202262409780,78,1.473925829650202262409780,False
2,9,1,79,80,3,1.420373957483838245240033,68,1.420373957483838245240033,False
2,9,1,81,82,2,1.469928797301610968693974,76,1.469928797301610968693974,False
2,9,1,83,84,1,1.438936728161641426413740,84,1.438936728161641426413740,False
2,9,1,85,86,1,1.466490199579306171378066,86,1.466490199579306171378066,False
2,9,1,87,88,2,1.430087779733900171934485,82,1.430087779733900171934485,False
2,9,1,89,90,2,1.449121964537857409073144,86,1.449121964537857409073144,False
2,9,1,91,92,1,1.435624921733285148312555,92,1.435624921733285148312555,False
2,9,1,93,94,1,1.443010917221355288501413,94,1.443010917221355288501413,False
2,9,1,95,96,2,1.456956938274865762719194,90,1.456956938274865762719194,False
2,9,1,97,98,1,1.456567829026264191201571,98,1.456567829026264191201571,False
2,9,1,99,100,1,1.452785246016878662971577,100,1.452785246016878662971577,False
2,9,1,101,102,2,1.450067091919366623780241,96,1.450067091919366623780241,False
2,9,1,103,104,2,1.454377874297129860755896,100,1.454377874297129860755896,False
2,9,1,105,106,1,1.452002458790213624878662,106,1.452002458790213624878662,False
2,9,1,107,108,1,1.451983350569813988078309,108,1.451983350569813988078309,False
2,9,1,109,110,2,1.444525210064107179086689,104,1.444525210064107179086689,False
2,9,1,111,112,1,1.462974144871065571335515,112,1.462974144871065571335515,False
2,9,1,113,114,3,1.420955871792929951599597,102,1.420955871792929951599597,False
2,9,1,115,116,2,1.458942725483699866662815,110,1.458942725483699866662815,False
2,9,1,117,118,1,1.438785454340906036346377,118,1.438785454340906036346377,False
2,9,1,119,120,1,1.458477467579837975184388,120,1.458477467579837975184388,False
2,9,1,121,122,1,1.448724077836892267205095,122,1.448724077836892267205095,False
2,9,1,123,124,2,1.450801839650092247929756,118,1.450801839650092247929756,False
2,9,1,125,126,1,1.460450284491389357298696,126,1.460450284491389357298696,False
2,9,1,127,128,3,1.438384809966707930691740,116,1.438384809966707930691740,False
2,9,1,129,130,2,1.459629705892480156421251,124,1.459629705892480156421251,False
2,9,1,131,132,1,1.447268204103627691448363,132,1.447268204103627691448363,False
2,9,1,133,134,1,1.457434799627608670946818,134,1.457434799627608670946818,False
2,9,1,135,136,1,1.442637509765545256244503,136,1.442637509765545256244503,False
2,9,1,137,138,3,1.451008432560294218813807,128,1.451008432560294218813807,False
2,9,1,139,140,1,1.444877920188288278902883,140,1.444877920188288278902883,False
2,9,1,141,142,1,1.448082144374705359717957,142,1.448082144374705359717957,False
2,9,1,143,144,2,1.447117320961030123689259,138,1.447117320961030123689259,False
2,9,1,145,146,1,1.455322927227641887399209,146,1.455322927227641887399209,False
2,9,1,147,148,1,1.446385605621258913698439,148,1.446385605621258913698439,False
2,9,1,149,150,1,1.451928340865135445900399,150,1.451928340865135445900399,False
2,9,1,151,152,3,1.452137035083257744420666,142,1.452137035083257744420666,False
2,9,1,153,154,1,1.452568723009940546952382,154,1.452568723009940546952382,False
2,9,1,155,156,1,1.451533230475777264547923,156,1.451533230475777264547923,False
2,9,1,157,158,2,1.448048362990650107708812,152,1.448048362990650107708812,False
2,9,1,159,160,1,1.458053144397163857787992,160,1.458053144397163857787992,False
2,9,1,161,162,3,1.435509376603764521928471,150,1.435509376603764521928471,False
2,9,1,163,164,1,1.456076019821007915499380,164,1.456076019821007915499380,False
2,9,1,165,166,2,1.442025744957384927359249,160,1.442025744957384927359249,False
2,9,1,167,168,1,1.455415632283493229782277,168,1.455415632283493229782277,False
2,9,1,169,170,1,1.445247265426138840391355,170,1.445247265426138840391355,False
2,9,1,171,172,2,1.448858619077463160455386,166,1.448858619077463160455386,False
2,9,1,173,174,1,1.454803990060376318127741,174,1.454803990060376318127741,False
2,9,1,175,176,3,1.444655190811307617314817,164,1.444655190811307617314817,False
2,9,1,177,178,1,1.455266915762662262359486,178,1.455266915762662262359486,False
2,9,1,179,180,2,1.450042195315894909284685,174,1.450042195315894909284685,False
2,9,1,181,182,1,1.453504541805431757984335,182,1.453504541805431757984335,False
2,9,1,183,184,1,1.447182492738125411224810,184,1.447182492738125411224810,False
2,9,1,185,186,3,1.451362450702804516249110,176,1.451362450702804516249110,False
2,9,1,187,188,1,1.448273119117346837786739,188,1.448273119117346837786739,False
2,9,1,189,190,1,1.449767138735587873877533,190,1.449767138735587873877533,False
2,9,1,191,192,1,1.444986719208562369247427,192,1.444986719208562369247427,False
2,9,1,193,194,2,1.454432663477379810441762,188,1.454432663477379810441762,False
2,9,1,195,196,1,1.440975361420007982422866,196,1.440975361420007982422866,False
2,9,1,197,198,1,1.452379113360063425798229,198,1.452379113360063425798229,False
2,9,1,199,200,3,1.450506179287966859112754,190,1.450506179287966859112754,False
2,9,1,201,202,1,1.452512051039529270048094,202,1.452512051039529270048094,False
2,10,-1,5,6,2,1.000000000000000000000000,0,100.0000000000000000000000,False
2,10,-1,7,8,2,1.987793166846224434374390,6,1.987793166846224434374390,False
2,10,-1,9,10,1,2.247057273575491922592542,10,2.247057273575491922592542,False
2,10,-1,11,12,2,1.597005009172732477134844,10,1.597005009172732477134844,False
2,10,-1,13,14,2,1.993200872119685293183570,12,1.993200872119685293183570,False
2,10,-1,15,16,2,2.099202527495659850767220,12,2.099202527495659850767220,False
2,10,-1,17,18,2,1.796821872658741182898682,16,1.796821872658741182898682,False
2,10,-1,19,20,2,2.004260214539950460666536,18,2.004260214539950460666536,False
2,10,-1,21,22,1,2.044428321093522614818780,22,2.044428321093522614818780,False
2,10,-1,23,24,2,1.884632025809851443558093,22,1.884632025809851443558093,False
2,10,-1,25,26,3,2.007010247193258781800970,20,2.007010247193258781800970,False
2,10,-1,27,28,1,2.012850858185730568683680,28,2.012850858185730568683680,False
2,10,-1,29,30,2,1.929029592677764472203335,28,1.929029592677764472203335,False
2,10,-1,31,32,2,2.005868726433360209558979,30,2.005868726433360209558979,False
2,10,-1,33,34,1,1.988691282330612574021009,34,1.988691282330612574021009,False
2,10,-1,35,36,3,1.953541521648025474476065,30,1.953541521648025474476065,False
2,10,-1,37,38,2,2.002864362246579745837338,36,2.002864362246579745837338,False
2,10,-1,39,40,1,1.963443990490489823643725,40,1.963443990490489823643725,False
2,10,-1,41,42,2,1.967774143711137630531316,40,1.967774143711137630531316,False
2,10,-1,43,44,2,1.998838778637303185040509,42,1.998838778637303185040509,False
2,10,-1,45,46,2,1.921144620763331614030583,42,1.921144620763331614030583,False
2,10,-1,47,48,2,1.976192066159238079483533,46,1.976192066159238079483533,False
2,10,-1,49,50,2,1.994098989996043448992589,48,1.994098989996043448992589,False
2,10,-1,51,52,1,1.939838791945585507786355,52,1.939838791945585507786355,False
2,10,-1,53,54,2,1.981078713254672676193522,52,1.981078713254672676193522,False
2,10,-1,55,56,3,1.988647912485491959169015,50,1.988647912485491959169015,False
2,10,-1,57,58,1,1.952791009454097602393505,58,1.952791009454097602393505,False
2,10,-1,59,60,2,1.983686323285555549804277,58,1.983686323285555549804277,False
2,10,-1,61,62,2,1.982181665197615919168051,60,1.982181665197615919168051,False
2,10,-1,63,64,1,1.961901616569838017871868,64,1.961901616569838017871868,False
2,10,-1,65,66,3,1.984733974469264495938592,60,1.984733974469264495938592,False
2,10,-1,67,68,2,1.973687044449454577990033,66,1.973687044449454577990033,False
2,10,-1,69,70,1,1.968344110677907518455238,70,1.968344110677907518455238,False
2,10,-1,71,72,2,1.984640629578699093359223,70,1.984640629578699093359223,False
2,10,-1,73,74,2,1.956708404550652497665202,72,1.956708404550652497665202,False
2,10,-1,75,76,2,1.972871460417577433578441,72,1.972871460417577433578441,False
2,10,-1,77,78,2,1.983637134126727038229756,76,1.983637134126727038229756,False
2,10,-1,79,80,2,1.953523409245354514240134,78,1.953523409245354514240134,False
2,10,-1,81,82,1,1.975981211659292765352073,82,1.975981211659292765352073,False
2,10,-1,83,84,2,1.981811625656763129597956,82,1.981811625656763129597956,False
2,10,-1,85,86,3,1.960057326516049033083486,80,1.960057326516049033083486,False
2,10,-1,87,88,1,1.978008583475691212677094,88,1.978008583475691212677094,False
2,10,-1,89,90,2,1.979095476739344155867292,88,1.979095476739344155867292,False
2,10,-1,91,92,2,1.965094271312881989391328,90,1.965094271312881989391328,False
2,10,-1,93,94,1,1.979180545807662403687621,94,1.979180545807662403687621,False
2,10,-1,95,96,3,1.975115362822646981687597,90,1.975115362822646981687597,False
2,10,-1,97,98,2,1.968962189537629090094954,96,1.968962189537629090094954,False
2,10,-1,99,100,1,1.979647174025826621277133,100,1.979647174025826621277133,False
2,10,-1,101,102,2,1.968188738203214376837533,100,1.968188738203214376837533,False
2,10,-1,103,104,2,1.971899945385615572451423,102,1.971899945385615572451423,False
2,10,-1,105,106,2,1.979497974925134023941431,102,1.979497974925134023941431,False
2,10,-1,107,108,2,1.959301894581552302455593,106,1.959301894581552302455593,False
2,10,-1,109,110,2,1.974083196971715581190599,108,1.974083196971715581190599,False
2,10,-1,111,112,1,1.978764955971354859362751,112,1.978764955971354859362751,False
2,10,-1,113,114,2,1.963402814197325099013919,112,1.963402814197325099013919,False
2,10,-1,115,116,3,1.975641289530864961253716,110,1.975641289530864961253716,False
2,10,-1,117,118,1,1.977405805397601399611153,118,1.977405805397601399611153,False
2,10,-1,119,120,2,1.966721781155833211116420,118,1.966721781155833211116420,False
2,10,-1,121,122,2,1.976668160339736756529604,120,1.976668160339736756529604,False
2,10,-1,123,124,1,1.975232531152771943621360,124,1.975232531152771943621360,False
2,10,-1,125,126,3,1.969390320196110888590674,120,1.969390320196110888590674,False
2,10,-1,127,128,2,1.977228846018555440550977,126,1.977228846018555440550977,False
2,10,-1,129,130,1,1.971561605911005538531262,130,1.971561605911005538531262,False
2,10,-1,131,132,2,1.971510674610992744858464,130,1.971510674610992744858464,False
2,10,-1,133,134,2,1.977362064293160991334746,132,1.977362064293160991334746,False
2,10,-1,135,136,2,1.962395047446967723476596,132,1.962395047446967723476596,False
2,10,-1,137,138,2,1.973162322220624030316649,136,1.973162322220624030316649,False
2,10,-1,139,140,2,1.977077870897567561053961,138,1.977077870897567561053961,False
2,10,-1,141,142,1,1.965284850456966233997916,142,1.965284850456966233997916,False
2,10,-1,143,144,2,1.974406489835089925492204,142,1.974406489835089925492204,False
2,10,-1,145,146,3,1.976345951234555776340656,140,1.976345951234555776340656,False
2,10,-1,147,148,1,1.967696258692052696501480,148,1.967696258692052696501480,False
2,10,-1,149,150,2,1.975289099290257909907257,148,1.975289099290257909907257,False
2,10,-1,151,152,2,1.975057705901781292416371,150,1.975057705901781292416371,False
2,10,-1,153,154,1,1.969693696094854145651985,154,1.969693696094854145651985,False
2,10,-1,155,156,3,1.975842297729705841042136,150,1.975842297729705841042136,False
2,10,-1,157,158,2,1.972875249349148187136205,156,1.972875249349148187136205,False
2,10,-1,159,160,1,1.971329181068563132409503,160,1.971329181068563132409503,False
2,10,-1,161,162,2,1.976084372431931873908443,160,1.976084372431931873908443,False
2,10,-1,163,164,2,1.967615799979458402888697,162,1.967615799979458402888697,False
2,10,-1,165,166,2,1.972644453013563667624190,162,1.972644453013563667624190,False
2,10,-1,167,168,2,1.976017177605353594770272,166,1.976017177605353594770272,False
2,10,-1,169,170,2,1.966477547834048486344234,168,1.966477547834048486344234,False
2,10,-1,171,172,1,1.973672451659661608447246,172,1.973672451659661608447246,False
2,10,-1,173,174,2,1.975618424212385791934640,172,1.975618424212385791934640,False
2,10,-1,175,176,3,1.968341458889967920455782,170,1.968341458889967920455782,False
2,10,-1,177,178,1,1.974438207095973683036790,178,1.974438207095973683036790,False
2,10,-1,179,180,2,1.974820043986257842596702,178,1.974820043986257842596702,False
2,10,-1,181,182,2,1.969918385348328967255486,180,1.969918385348328967255486,False
2,10,-1,183,184,1,1.974959093945553767020054,184,1.974959093945553767020054,False
2,10,-1,185,186,3,1.973433908883943513491451,180,1.973433908883943513491451,False
2,10,-1,187,188,2,1.971237926332108461916538,186,1.971237926332108461916538,False
2,10,-1,189,190,1,1.975244228373638600826628,190,1.975244228373638600826628,False
2,10,-1,191,192,2,1.970688720090532133416757,190,1.970688720090532133416757,False
2,10,-1,193,194,2,1.972324283186244250997514,192,1.972324283186244250997514,False
2,10,-1,195,196,2,1.975292407836785445440381,192,1.975292407836785445440381,False
2,10,-1,197,198,2,1.967295511390271944594109,196,1.967295511390271944594109,False
2,10,-1,199,200,2,1.973196792105334944686579,198,1.973196792105334944686579,False
2,10,-1,201,202,1,1.975086988891621774843056,202,1.975086988891621774843056,False
2,10,1,5,6,2,2.618033988749894848204587,2,2.618033988749894848204587,False
2,10,1,7,8,1,2.210581774178519667677933,8,2.210581774178519667677933,False
2,10,1,9,10,1,1.736941568658129930578100,10,1.736941568658129930578100,False
2,10,1,11,12,1,2.121300877587165428553427,12,2.121300877587165428553427,False
2,10,1,13,14,2,2.059223046633275585615669,8,1.367222803753827357476206,False
2,10,1,15,16,2,1.885201989449338485569223,12,1.885201989449338485569223,False
2,10,1,17,18,1,2.062223489992789925244202,18,2.062223489992789925244202,False
2,10,1,19,20,1,1.988530195897341632499611,20,1.988530195897341632499611,False
2,10,1,21,22,1,1.943027730619933525222470,22,1.943027730619933525222470,False
2,10,1,23,24,1,2.036653368202774161825432,24,2.036653368202774161825432,False
2,10,1,25,26,2,1.931821781318738205021582,22,1.931821781318738205021582,False
2,10,1,27,28,1,1.969188610573643925496609,28,1.969188610573643925496609,False
2,10,1,29,30,1,2.020308167390625215608755,30,2.020308167390625215608755,False
2,10,1,31,32,1,1.889226134400703237124124,32,1.889226134400703237124124,False
2,10,1,33,34,1,1.981849987572737470946165,34,1.981849987572737470946165,False
2,10,1,35,36,2,2.007577981251860950003147,32,2.007577981251860950003147,False
2,10,1,37,38,2,1.923607801690588044735707,16,1.337599103047137174731438,False
2,10,1,39,40,1,1.987900258522687866193740,40,1.987900258522687866193740,False
2,10,1,41,42,1,1.996250739231261138485087,42,1.996250739231261138485087,False
2,10,1,43,44,1,1.945043385138534348158733,44,1.945043385138534348158733,False
2,10,1,45,46,2,1.990355824432192829734640,42,1.990355824432192829734640,False
2,10,1,47,48,1,1.984835542677676186058697,48,1.984835542677676186058697,False
2,10,1,49,50,1,1.958880897323950549459166,50,1.958880897323950549459166,False
2,10,1,51,52,1,1.990672230445030992685919,52,1.990672230445030992685919,False
2,10,1,53,54,1,1.971069636480816014845964,54,1.971069636480816014845964,False
2,10,1,55,56,2,1.967977164419140960394707,52,1.967977164419140960394707,False
2,10,1,57,58,1,1.989588762846665120080919,58,1.989588762846665120080919,False
2,10,1,59,60,1,1.936380675550493819780420,60,1.936380675550493819780420,False
2,10,1,61,62,1,1.973962169862356155623452,62,1.973962169862356155623452,False
2,10,1,63,64,1,1.987469681475368432691397,64,1.987469681475368432691397,False
2,10,1,65,66,2,1.948375693049417168862258,62,1.948375693049417168862258,False
2,10,1,67,68,1,1.977814287756538400948516,68,1.977814287756538400948516,False
2,10,1,69,70,1,1.984437709196711594132746,70,1.984437709196711594132746,False
2,10,1,71,72,1,1.957228467383866673409719,72,1.957228467383866673409719,False
2,10,1,73,74,1,1.980142761217976601132177,74,1.980142761217976601132177,False
2,10,1,75,76,2,1.980378421444932855817462,72,1.980378421444932855817462,False
2,10,1,77,78,1,1.963802290505846799182030,78,1.963802290505846799182030,False
2,10,1,79,80,1,1.981334732177753817996444,80,1.981334732177753817996444,False
2,10,1,81,82,1,1.974713606444499548912115,82,1.974713606444499548912115,False
2,10,1,83,84,1,1.968680227092057579574382,84,1.968680227092057579574382,False
2,10,1,85,86,2,1.981634278790572787657656,82,1.981634278790572787657656,False
2,10,1,87,88,1,1.964435592828303820042806,88,1.964435592828303820042806,False
2,10,1,89,90,1,1.972265586452378050559796,90,1.972265586452378050559796,False
2,10,1,91,92,1,1.981183435622761127697761,92,1.981183435622761127697761,False
2,10,1,93,94,1,1.956917897316329960817530,94,1.956917897316329960817530,False
2,10,1,95,96,2,1.974842217686337227796573,92,1.974842217686337227796573,False
2,10,1,97,98,1,1.980036410805359796785653,98,1.980036410805359796785653,False
2,10,1,99,100,1,1.961998184697831219684549,100,1.961998184697831219684549,False
2,10,1,101,102,1,1.976611647844818176534132,102,1.976611647844818176534132,False
2,10,1,103,104,1,1.978141507043325775905715,104,1.978141507043325775905715,False
2,10,1,105,106,2,1.966023746983556912854255,102,1.966023746983556912854255,False
2,10,1,107,108,1,1.977716152965366792699394,108,1.977716152965366792699394,False
2,10,1,109,110,1,1.975239870025482799386970,110,1.975239870025482799386970,False
2,10,1,111,112,1,1.969195746418968273525045,112,1.969195746418968273525045,False
2,10,1,113,114,1,1.978252578662766024986257,114,1.978252578662766024986257,False
2,10,1,115,116,2,1.970293376257235061870988,112,1.970293376257235061870988,False
2,10,1,117,118,1,1.971666266447675032933261,118,1.971666266447675032933261,False
2,10,1,119,120,1,1.978279019055999454113788,120,1.978279019055999454113788,False
2,10,1,121,122,1,1.961056392241491252994319,122,1.961056392241491252994319,False
2,10,1,123,124,1,1.973550761602020275735860,124,1.973550761602020275735860,False
2,10,1,125,126,2,1.977813842214979674015066,122,1.977813842214979674015066,False
2,10,1,127,128,1,1.964461373977736592194759,128,1.964461373977736592194759,False
2,10,1,129,130,1,1.974936496947773499854299,130,1.974936496947773499854299,False
2,10,1,131,132,1,1.976821426129670123822359,132,1.976821426129670123822359,False
2,10,1,133,134,1,1.967263862234675345398325,134,1.967263862234675345398325,False
2,10,1,135,136,2,1.975888082500679353208389,132,1.975888082500679353208389,False
2,10,1,137,138,1,1.975160666875729351012908,138,1.975160666875729351012908,False
2,10,1,139,140,1,1.969554153373424066641217,140,1.969554153373424066641217,False
2,10,1,141,142,1,1.976450637024385733133038,142,1.976450637024385733133038,False
2,10,1,143,144,1,1.972359680330162013500669,144,1.972359680330162013500669,False
2,10,1,145,146,2,1.971403953857631118946527,142,1.971403953857631118946527,False
2,10,1,147,148,1,1.976650537569906801922631,148,1.976650537569906801922631,False
2,10,1,149,150,1,1.963446118578972759128680,150,1.963446118578972759128680,False
2,10,1,151,152,1,1.972870013757552794017146,152,1.972870013757552794017146,False
2,10,1,153,154,1,1.976492756291007534809261,154,1.976492756291007534809261,False
2,10,1,155,156,2,1.965942009551178540486784,152,1.965942009551178540486784,False
2,10,1,157,158,1,1.973996665383920622053526,158,1.973996665383920622053526,False
2,10,1,159,160,1,1.975951352350183784355591,160,1.975951352350183784355591,False
2,10,1,161,162,1,1.968048785198908538718358,162,1.968048785198908538718358,False
2,10,1,163,164,1,1.974817435926703015929213,164,1.974817435926703015929213,False
2,10,1,165,166,2,1.974941054760309487561963,162,1.974941054760309487561963,False
2,10,1,167,168,1,1.969813861326415857495359,168,1.969813861326415857495359,False
2,10,1,169,170,1,1.975355741834457816592862,170,1.975355741834457816592862,False
2,10,1,171,172,1,1.973212752773196029562965,172,1.973212752773196029562965,False
2,10,1,173,174,1,1.971276029513632540365434,174,1.971276029513632540365434,False
2,10,1,175,176,2,1.975624432941321121250650,172,1.975624432941321121250650,False
2,10,1,177,178,1,1.969550443074273831988157,178,1.969550443074273831988157,False
2,10,1,179,180,1,1.972466748425156045412945,180,1.972466748425156045412945,False
2,10,1,181,182,1,1.975623456928118929795746,182,1.975623456928118929795746,False
2,10,1,183,184,1,1.966921680067361537736945,184,1.966921680067361537736945,False
2,10,1,185,186,2,1.973411026272638038861297,182,1.973411026272638038861297,False
2,10,1,187,188,1,1.975333589756626943891951,188,1.975333589756626943891951,False
2,10,1,189,190,1,1.968588186824427902446026,190,1.968588186824427902446026,False
2,10,1,191,192,1,1.974127904036598005585869,192,1.974127904036598005585869,False
2,10,1,193,194,1,1.974699730694004545038459,194,1.974699730694004545038459,False
2,10,1,195,196,2,1.970010131286980581217708,192,1.970010131286980581217708,False
2,10,1,197,198,1,1.974630475298871731227933,198,1.974630475298871731227933,False
2,10,1,199,200,1,1.973576907509200209808547,200,1.973576907509200209808547,False
2,10,1,201,202,1,1.971210539956148557016592,202,1.971210539956148557016592,False
2,12,-1,5,6,1,1.000000000000000000000000,0,100.0000000000000000000000,False
2,12,-1,7,8,1,1.523060248947063274836995,8,1.523060248947063274836995,False
2,12,-1,9,10,2,1.000000000000000000000000,0,100.0000000000000000000000,False
2,12,-1,11,12,1,1.593413173807336963047794,12,1.593413173807336963047794,False
2,12,-1,13,14,2,1.000000000000000000000000,0,100.0000000000000000000000,False
2,12,-1,15,16,2,1.255093516763722879173091,14,1.255093516763722879173091,True
2,12,-1,17,18,1,1.398721542879746805505890,18,1.398721542879746805505890,False
2,12,-1,19,20,1,1.328776547724191837174301,20,1.328776547724191837174301,False
2,12,-1,21,22,2,1.305357776823667504140755,20,1.305357776823667504140755,False
2,12,-1,23,24,2,1.280082037220361706265366,18,1.280082037220361706265366,True
2,12,-1,25,26,1,1.360440814563148805056192,26,1.360440814563148805056192,False
2,12,-1,27,28,2,1.234500336789244133453711,26,1.234500336789244133453711,True
2,12,-1,29,30,1,1.363499410207607634452877,30,1.363499410207607634452877,False
2,12,-1,31,32,3,1.219446875940930338944481,18,1.219446875940930338944481,True
2,12,-1,33,34,2,1.302378618803164561117311,32,1.302378618803164561117311,False
2,12,-1,35,36,1,1.335848502207270605504459,36,1.335848502207270605504459,False
2,12,-1,37,38,1,1.318286639521009608304802,38,1.318286639521009608304802,False
2,12,-1,39,40,2,1.295866963943842912993783,38,1.295866963943842912993783,True
2,12,-1,41,42,2,1.305922540089461485822538,36,1.305922540089461485822538,False
2,12,-1,43,44,1,1.335951205580553615774810,44,1.335951205580553615774810,False
2,12,-1,45,46,2,1.277465838962641981873197,44,1.277465838962641981873197,True
2,12,-1,47,48,2,1.320814857895267625398998,40,1.320814857895267625398998,False
2,12,-1,49,50,3,1.272095458987888836668427,36,1.272095458987888836668427,True
2,12,-1,51,52,2,1.310685414697340161345095,50,1.310685414697340161345095,False
2,12,-1,53,54,1,1.315278959758372989353109,54,1.315278959758372989353109,False
2,12,-1,55,56,1,1.312249280504414280555731,56,1.312249280504414280555731,False
2,12,-1,57,58,2,1.302500532057279832199621,56,1.302500532057279832199621,False
2,12,-1,59,60,2,1.313060700865094580479998,54,1.313060700865094580479998,False
2,12,-1,61,62,1,1.325667804784424749440098,62,1.325667804784424749440098,False
2,12,-1,63,64,2,1.291382684886649011278562,62,1.291382684886649011278562,True
2,12,-1,65,66,1,1.320106743765480601219115,66,1.320106743765480601219115,False
2,12,-1,67,68,2,1.291940705475668276105380,62,1.291940705475668276105380,True
2,12,-1,69,70,2,1.312689460870647020630415,68,1.312689460870647020630415,False
2,12,-1,71,72,2,1.291843157127908500008725,64,1.291843157127908500008725,True
2,12,-1,73,74,2,1.308063729779665645972255,66,1.308063729779665645972255,False
2,12,-1,75,76,2,1.303689525550570151654851,74,1.303689525550570151654851,False
2,12,-1,77,78,2,1.315298068195695210047991,72,1.315298068195695210047991,False
2,12,-1,79,80,1,1.319400699760165361078276,80,1.319400699760165361078276,False
2,12,-1,81,82,2,1.291913418285153248072482,80,1.291913418285153248072482,True
2,12,-1,83,84,1,1.318831908374358692966204,84,1.318831908374358692966204,False
2,12,-1,85,86,2,1.301103354182796747407028,80,1.301103354182796747407028,False
2,12,-1,87,88,2,1.312740975927699288051390,86,1.312740975927699288051390,False
2,12,-1,89,90,2,1.297647168630598757831767,82,1.297647168630598757831767,True
2,12,-1,91,92,1,1.311422297828262256284225,92,1.311422297828262256284225,False
2,12,-1,93,94,2,1.302374861057732260295439,92,1.302374861057732260295439,False
2,12,-1,95,96,2,1.315730928508759264625071,90,1.315730928508759264625071,False
2,12,-1,97,98,1,1.314478011000025040744529,98,1.314478011000025040744529,False
2,12,-1,99,100,2,1.299791108622670547803134,98,1.299791108622670547803134,True
2,12,-1,101,102,1,1.317375852271347605152189,102,1.317375852271347605152189,False
2,12,-1,103,104,2,1.305774062686984698454518,98,1.305774062686984698454518,False
2,12,-1,105,106,2,1.311902087632142622666664,104,1.311902087632142622666664,False
2,12,-1,107,108,2,1.299183992904530356734583,100,1.299183992904530356734583,True
2,12,-1,109,110,1,1.312899173781316257281312,110,1.312899173781316257281312,False
2,12,-1,111,112,3,1.293857396540606882931794,102,1.293857396540606882931794,True
2,12,-1,113,114,2,1.315318706210463833296002,108,1.315318706210463833296002,False
2,12,-1,115,116,1,1.308770943094213578581485,116,1.308770943094213578581485,False
2,12,-1,117,118,2,1.304316107046904103976329,116,1.304316107046904103976329,False
2,12,-1,119,120,1,1.315831230768769468544285,120,1.315831230768769468544285,False
2,12,-1,121,122,2,1.308207314601354460036303,116,1.308207314601354460036303,False
2,12,-1,123,124,2,1.310297693506939336637306,122,1.310297693506939336637306,False
2,12,-1,125,126,1,1.303993634866511595106936,126,1.303993634866511595106936,False
2,12,-1,127,128,1,1.313422915365989618885598,128,1.313422915365989618885598,False
2,12,-1,129,130,3,1.299008794104297296277038,120,1.299008794104297296277038,True
2,12,-1,131,132,2,1.314345231178370329423106,126,1.314345231178370329423106,False
2,12,-1,133,134,2,1.305786478597946018728139,126,1.305786478597946018728139,False
2,12,-1,135,136,2,1.307014627632461101031312,134,1.307014627632461101031312,False
2,12,-1,137,138,1,1.314181978529514938776562,138,1.314181978529514938776562,False
2,12,-1,139,140,2,1.309344357468032970754442,134,1.309344357468032970754442,False
2,12,-1,141,142,2,1.307373443802584658664606,140,1.307373443802584658664606,False
2,12,-1,143,144,1,1.307001314552303502065461,144,1.307001314552303502065461,False
2,12,-1,145,146,1,1.313404730112167901891218,146,1.313404730112167901891218,False
2,12,-1,147,148,2,1.302198722189735561471168,146,1.302198722189735561471168,False
2,12,-1,149,150,2,1.312434455222209975542849,144,1.312434455222209975542849,False
2,12,-1,151,152,2,1.300520190461266553131882,144,1.300520190461266553131882,False
2,12,-1,153,154,2,1.308628542934275379688703,152,1.308628542934275379688703,False
2,12,-1,155,156,1,1.312326004379925046401553,156,1.312326004379925046401553,False
2,12,-1,157,158,2,1.309510493333602036659779,152,1.309510493333602036659779,False
2,12,-1,159,160,2,1.308096052604993500842557,158,1.308096052604993500842557,False
2,12,-1,161,162,1,1.308908968739973158347823,162,1.308908968739973158347823,False
2,12,-1,163,164,1,1.313037956484622689229363,164,1.313037956484622689229363,False
2,12,-1,165,166,2,1.304081803474642438502288,164,1.304081803474642438502288,False
2,12,-1,167,168,3,1.311368623573795467927490,154,1.311368623573795467927490,False
2,12,-1,169,170,2,1.303617871881332995083978,162,1.303617871881332995083978,False
2,12,-1,171,172,2,1.309549038364882554828641,170,1.309549038364882554828641,False
2,12,-1,173,174,1,1.309946559074989911381298,174,1.309946559074989911381298,False
2,12,-1,175,176,2,1.308062384202292507485243,170,1.308062384202292507485243,False
2,12,-1,177,178,2,1.308264277570588058640794,176,1.308264277570588058640794,False
2,12,-1,179,180,1,1.310102335069740420456109,180,1.310102335069740420456109,False
2,12,-1,181,182,1,1.312404748695339515349315,182,1.312404748695339515349315,False
2,12,-1,183,184,2,1.304758351516424034226390,182,1.304758351516424034226390,False
2,12,-1,185,186,2,1.311819982755176970898365,180,1.311819982755176970898365,False
2,12,-1,187,188,1,1.305765346457671981564572,188,1.305765346457671981564572,False
2,12,-1,189,190,2,1.309990380978064337826426,188,1.309990380978064337826426,False
2,12,-1,191,192,2,1.304938883682036170887395,184,1.304938883682036170887395,False
2,12,-1,193,194,3,1.309316456077722468568434,180,1.309316456077722468568434,False
2,12,-1,195,196,2,1.307947623034478905627219,194,1.307947623034478905627219,False
