N,M_PN,abs_diff_from_limit,gap_from_previous,K,U,Q,R
854,1.25544267068997921064615884764988927457958197094005629704130099993486792027131436718526487360793552100030077835931482628,8.632963e-06,1.017901e-04,58,738,116,0
856,1.25545079416503739200036702318237986127728480332791390162175644990781598260985415932420587070108125843542104933001320031,1.675644e-05,8.123475e-06,57,742,112,2
858,1.25558350899755711843126050978058164729874965728601679378594876141210793453282604780723106455234926989966061702503690318,1.494713e-04,1.327148e-04,58,742,116,0
860,1.25532733701364978035931840748605079907712694820106432116577827317327778143240116044829862368922063262077478211097588836,1.067007e-04,2.561720e-04,57,746,112,2
862,1.25560179341122137291345391979397221429569067379034576591520091872407334944267224727113665410534399748819491262277222290,1.677557e-04,2.744564e-04,58,746,116,0
864,1.25517939456808017259892045034455726741263448385783249964495835356062700553626623207192208382644888891310533495430391204,2.546432e-04,4.223988e-04,57,750,112,2
866,1.25555993820806899812864703980222344085051725484904112003896125973361031036543109585278687330172635622363596571532061960,1.259005e-04,3.805436e-04,58,750,116,0
868,1.25535191193756663665141758222195201478381554747476520977081712327845594519756716298347449397186318567502894574572274187,8.212579e-05,2.080263e-04,59,750,116,2
870,1.25547759138071481211799158246168817102336996219636029110289833498341571275675686964307820606569118390902719263214099807,4.355365e-05,1.256794e-04,58,754,116,0
872,1.25555996778763731249144759982822494977000134903263840317247201531234605923197550561997961945767732973119172040153503778,1.259301e-04,8.237641e-05,59,754,116,2
874,1.25536440929096218974008810484207212467783676221504598521587631533327751780303544210500881865461475954571062280247137051,6.962844e-05,1.955585e-04,58,758,116,0
876,1.25559968251045586334642850797014258107433701791281947721806366107604254271383294585782346911908460594553742586010718298,1.656448e-04,2.352732e-04,59,758,116,2
878,1.25522617629699265584903943800689996315275123697669505453990691806598510935928033777280010620129486924952843358330164676,2.078614e-04,3.735062e-04,58,762,116,0
880,1.25557187402023919596929897099618371845804718498154194578168719406612383358820695179777338320438004499954772656746566060,1.378363e-04,3.456977e-04,59,762,116,2
882,1.25511302473375357524349811476118547229812987882531578054515424464833129804978926255766541026770429346442670753425474608,3.210130e-04,4.588493e-04,60,762,120,0
884,1.25550093284478860401355036350566126276307199833815087154990155784737831934222339296285968167841945480746738787636048348,6.689512e-05,3.879081e-04,59,766,116,2
886,1.25552836698306262501149347473611357433845916766073659367372028394134754190047409079941737091350988199104194594238001014,9.432926e-05,2.743414e-05,60,766,120,0
888,1.25539792903205522976916254480951828525254750486126609446689103041546957345504092111097670074520091993008696601365494543,3.610870e-05,1.304380e-04,59,770,116,2
890,1.25559323451914906775075777241235009850553213221364135954629964479132747620831029030784658606194632334749058598767553341,1.591968e-04,1.953055e-04,60,770,120,0
892,1.25526922324829085187708985711587049617423718850998895632540137480923805216194523165863882262193217098932593108258084090,1.648145e-04,3.240113e-04,59,774,116,2
894,1.25558028663123911638404016366232970003067698865283021338767356425997948122337199452579554270475380136919613840265312128,1.462489e-04,3.110634e-04,60,774,120,0
896,1.25511898297996265457864872452408737495523606176601375711614246925056420859603117162714850671308689900811200919415572901,3.150547e-04,4.613037e-04,59,778,116,2
898,1.25552092516101814235573329826991606008253020028322177879027658090694362702532941887054500728327921477413462409390825957,8.688743e-05,4.019422e-04,60,778,120,0
900,1.25548592429089292535846892235372459184984590823525699143413639641252692094356301219717457214072654928430200176255987763,5.188656e-05,3.500087e-05,61,778,120,2
902,1.25542804853421537805908871305944689172206880773483700370985652156450974603019793122200673226265108735920788458133040823,5.989193e-06,5.787576e-05,60,782,120,0
904,1.25558207786579167389988204678434944443650086732677454124982238563211755452640918266819368443363818838341174029937815650,1.480401e-04,1.540293e-04,61,782,120,2
906,1.25530871816141902220421051575512249963402216474718147744813891839989342459546182838705115313500216562580067374000453417,1.253196e-04,2.733597e-04,60,786,120,0
908,1.25558515031309032578918194404827871562909727348965847750026560946548841649070605733687690479508419956313129322337891028,1.511126e-04,2.764322e-04,61,786,120,2
910,1.25516742837280690979645019804149358572229480976977993599804833417074607412968748280213006540866147951978373054266980576,2.666094e-04,4.177219e-04,60,790,120,0
912,1.25553765069125414494404096271684742875613121369431742066347739718625094451595860647389191577418835674061888355052611706,1.036130e-04,3.702223e-04,61,790,120,2
914,1.25542675754356059520517909992039748894978562330789387378367097952990136862659998531297874984437889049166155076852665920,7.280184e-06,1.108931e-04,62,790,124,0
916,1.25545490123761992895154900615687120338670003104959810962619644936127718293003381947533734339358334100261769401475793906,2.086351e-05,2.814369e-05,61,794,120,2
918,1.25556562334034377959769824631514025229610185195656854580954532086607197518903734753532978826670241183975433641987251750,1.315856e-04,1.107221e-04,62,794,124,0
920,1.25534482635326461240172192350069242247772606556827381379755301834649927663908239246950025418558104952803172202438292402,8.921137e-05,2.207970e-04,61,798,120,2
922,1.25558638465746021031746582416624559067972919764390812602400863063832230752480431779827538007526689200947686081013777518,1.523469e-04,2.415583e-04,62,798,124,0
924,1.25521230690347456405861227977205796909070086986185656227587996332601374082198812359314338709403769676957421916302017865,2.217308e-04,3.740778e-04,61,802,120,2
926,1.25555116567119746919875623597600196722768870298677461495491305608578919602956696105314108826872049193301059319748798976,1.171279e-04,3.388588e-04,62,802,124,0
928,1.25533363196055958209902902683838307101316115590907493422573330578803098795786081443567633737806642393542696852798592215,1.004058e-04,2.175337e-04,63,802,124,2
930,1.25547860188879610755442600777929160601273669273429233189870986889109290751810809143526653629407995168708929492572492630,4.456416e-05,1.449699e-04,62,806,124,0
932,1.25554292264674666087198266034174950184454948332620731360654167188598604256419953143679317185371113056692496170511868815,1.088849e-04,6.432076e-05,63,806,124,2
934,1.25537769656800271468227564681279232248307456511194160070882893633282801690264912621065301286532544625535958949491541552,5.634116e-05,1.652261e-04,62,810,124,0
936,1.25558383799216511020837867828966018315299769445330859574771437388847636509477507708083763472792722183264147549830130122,1.498003e-04,2.061414e-04,63,810,124,2
938,1.25525379162891542952582227902230720841182510368302234218583295723319994057255260000262010928185013961381574234723669646,1.802461e-04,3.300464e-04,62,814,124,0
940,1.25556149714691096059244624860288720593887203438912502840023843561049228747656108518843679084337262226907192146733119528,1.274594e-04,3.077055e-04,63,814,124,2
942,1.25511045646158399015660485983770525948506236461478812047778679533005601100138284455265225002208992456300689603607378421,3.235813e-04,4.510407e-04,62,818,124,0
944,1.25549924630291075467369792005106468095790209551256161435981603376359996564527305775393790684545582050546065952733646592,6.520858e-05,3.887898e-04,63,818,124,2
946,1.25551237247963339787931273251744323048227423523580434403386510937461886791639034490513948067597386695806686614276301275,7.833475e-05,1.312618e-05,64,818,128,0
948,1.25540746160623265698255392717292874713198214774812236925392689884346822829309810174853423135387787800222959796632847208,2.657612e-05,1.049109e-04,63,822,124,2
950,1.25557726072056151300320651540177398027001389926288496037956923128573857484844985526239487558386320672171785628546603039,1.432230e-04,1.697991e-04,64,822,128,0
952,1.25529204039728013152334081837146263934720778389183066522521761981420308298947830302129851333084939148897074296441264107,1.419973e-04,2.852203e-04,63,826,124,2
954,1.25556863823914223578078627593475579157471932636212567447271587694302215676311838462700524322836273886340311086675285828,1.346005e-04,2.765978e-04,64,826,128,0
956,1.25515682012510140649281637408170149092677527904427373857954439100463513043850569312176936050943314356534967712797034453,2.772176e-04,4.118181e-04,63,830,124,2
958,1.25551691063660260578430244148043393684888424309250139828057335703163334500329016435106882712554508597196471975244672228,8.287291e-05,3.600905e-04,64,830,128,0
960,1.25547099377882351918675258185997028540065737684816388423573390856264419135179963724950876515950218760346463073168318056,3.695605e-05,4.591686e-05,65,830,128,2
962,1.25543423871995310280443687367494752441495022224384895710972662196581534841527852536041976734008862947251123420607042514,2.009927e-07,3.675506e-05,64,834,128,0
964,1.25556626065982362672704950143327911378911429802263112175161622003121646316770464317512986107603864871729938476548245579,1.322229e-04,1.320219e-04,65,834,128,2
966,1.25532719666930950817890956354307937854614605176083568579466032957932695560179878428354275729902001175433387677442734057,1.068411e-04,2.390640e-04,64,838,128,0
968,1.25557254093355047180381242686085557640281550487635527416470502699794527412263141927226935116352344291025886376318572378,1.385032e-04,2.453443e-04,65,838,128,2
970,1.25519993677004348525633328217965032645222881153929859651394274739426435111689770504047132702660365312641124108455431611,2.341010e-04,3.726042e-04,64,842,128,0
972,1.25553165003568270501355371404768271572027742911056292269731584530048924797998764197134274978913987256700724002110187663,9.761231e-05,3.317133e-04,65,842,128,2
974,1.25541218097415159993301049324327692956461188716040872957842828914047480686418451647535250085676440301160420548876967931,2.185675e-05,1.194691e-04,66,842,132,0
976,1.25545812974836379246503261713812159491796887897642947298069595848819680668066960451033255510822326777151978516227064074,2.409202e-05,4.594877e-05,65,846,128,2
978,1.25555022376641609830923160705640210542890643167398315591176842836622339799283586956638827610227748940798066676073324579,1.161860e-04,9.209402e-05,66,846,132,0
980,1.25535939017586621004785989922177102049402276216437529979603954874586630801723751026614544042422137259239878434596022926,7.464755e-05,1.908336e-04,65,850,128,2
982,1.25557310504870238474403366895399446160688447766041406925996494373695864556097770041381515359105583042827864230708589572,1.390673e-04,2.137149e-04,66,850,132,0
984,1.25523995629941997292385734286474103187741553000672162432797800380229383817654284142546497043060320907551801111645543178,1.940814e-04,3.331487e-04,65,854,128,2
986,1.25554349644937181920469442872434724399279643415082729672703084137926548314815768481714476398511478554364034850037552861,1.094587e-04,3.035401e-04,66,854,132,0
988,1.25531383628042211361562690580447804863370619987538924469407662308798752700267670811450000839629812814585562109608292854,1.202014e-04,2.296602e-04,67,854,132,2
990,1.25547922095387488306202860602460825541614962429467153778983685216167844800320218935708995175790058322140479470531955458,4.518323e-05,1.653847e-04,66,858,132,0
992,1.25552816174611710294175530144003038090543160238039788907965016102559730093868015910870477447516757281714834175020303881,9.412402e-05,4.894079e-05,67,858,132,2
994,1.25538873740752824180542218375607657058419155859925906655303407245122207150909188796957060092125789525934062011860545094,4.530032e-05,1.394243e-04,66,862,132,0
996,1.25557016101871855306680783462790186164438004943395035070694157396936421110153178973808534514585917134663473375679661372,1.361233e-04,1.814236e-04,67,862,132,2
998,1.25527701599191929568511973010024275645829639614189529603528204549666068668196595630551060519475477754362901741247253204,1.570217e-04,2.931450e-04,66,866,132,0
1000,1.25555245528742316892936034612346035364642919050863947759710251988627262330683478630359194657868012502672360620870596314,1.184176e-04,2.754393e-04,67,866,132,2
1002,1.25514735685777146802689304647751006241791080662072238568907248068546341237988002512111482094998826577762665995681085700,2.866809e-04,4.050984e-04,66,870,132,0
1004,1.25549758249577002579168875405747469723380556252022752667141201882604037619320307769748482728181770773365546349912494471,6.354477e-05,3.502256e-04,67,870,132,2
1006,1.25549838430903749724728594613988371190839827842961359483111344842584594661690225478889600785107024622122335116100304041,6.434658e-05,8.018133e-07,68,870,136,0
1008,1.25541534192576239617803941448305029629652080705076625673489092819583940264309556174629448850246475857474414734884234533,1.869580e-05,8.304238e-05,67,874,132,2
1010,1.25556344212750907495558532068763667195835699775339320728844210046026729770297499574587627180826464143663086462581024872,1.294044e-04,1.481002e-04,68,874,136,0
1012,1.25531124114267027787386678256938447505079014479345716139327491388679403623960898635547770564427148331253587504905387644,1.227966e-04,2.522010e-04,67,878,132,2
1014,1.25555850040676182033225280689768842854779671675287256619272915576295253479135871807509024456986172518691043305132778612,1.244627e-04,2.472593e-04,68,878,136,0
1016,1.25518883901054162344600409563028394461795591232687124306474317347555005037421996321919733858572030074394383052825220348,2.451987e-04,3.696614e-04,67,882,132,2
1018,1.25551326744703664209843099960584049225005754111638419408345333878505399503623934892170068844432510415867512803602458960,7.922972e-05,3.244284e-04,68,882,136,0
1020,1.25545766541064479038331107374084372374292217562486175528682552242924954403646510456685056496212452479591274298571708002,2.362768e-05,5.560204e-05,69,882,136,2
1022,1.25543929447698053270906603530794331690033259520654482297482857568819882334716243980731863192413044778397869384788502329,5.256750e-06,1.837093e-05,68,886,136,0
1024,1.25555253760073346791903386120575923056357102211581716526314343062326073099236779866704905138305303717585795354526957613,1.184999e-04,1.132431e-04,69,886,136,2
1026,1.25534274557827176616516432393600743048495346853061839414120635946618864579956859330640171677128440232423454394482913614,9.129215e-05,2.097920e-04,68,890,136,0
1028,1.25556156658974806698906142752677694439485452159250551580197218806189790772373799922219194368978768864561304247226478416,1.275289e-04,2.188210e-04,69,890,136,2
1030,1.25522748374826469969114779267569640293548711936704826293341817811859366732911278115035293044215734979925174243827047779,2.065540e-04,3.340828e-04,68,894,136,0
1032,1.25552631021185589360585979202330728723931656448922758242503088393278689463451752503736809681079760448820897314132263044,9.227248e-05,2.988265e-04,69,894,136,2
1034,1.25539842485338845766984843561778835951507171197005759181270965035933218377137262935129193075092183028834890556128983927,3.561287e-05,1.278854e-04,70,894,140,0
1036,1.25546067287978636015781569526566573555252810716045871479992173196705419621892532610633048265926488342769986959535803629,2.663515e-05,6.224803e-05,69,898,136,2
1038,1.25553680818263312503231764542160600356940095969603242388214001435635632955561932549052410279253116889770774147489646831,1.027705e-04,7.613530e-05,70,898,140,0
1040,1.25537163204253165405962762114151121232905146094155329485230861331321791256621097147246756403068293154646517738133828874,6.240568e-05,1.651761e-04,69,902,136,2
1042,1.25556153809606620458516795894154996578762183370749783248968527930283488506758093834237722699569739296408624390570856715,1.275004e-04,1.899061e-04,70,902,140,0
1044,1.25526341120471750934101585210023064310740973971614809359014533771213802379919560794772784206155633208334159813745299840,1.706265e-04,2.981269e-04,69,906,136,2
1046,1.25553672412670650873612452599258944368743260104894293346467380279013090231308552779458281487819618485097522656659266845,1.026864e-04,2.733129e-04,70,906,140,0
1048,1.25528997473079864794696656967610172289784703277696761327918325071648425506552855033152326290192828544113624961462372045,1.440630e-04,2.467494e-04,71,906,140,2
1050,1.25547954164045652009342721132429564029880534472568610181044939347050508954506006789458774062518181987314760168631669058,4.550391e-05,1.895669e-04,70,910,140,0
1052,1.25551522048017416371199065404705194635881149885832480387377751199529834067186553784211306670581703163930536458124787809,8.118275e-05,3.567884e-05,71,910,140,2
1054,1.25539799244472430846743423118868342771075981655184012394080819970903538142246491175589507752257660869944703483544640432,3.604528e-05,1.172280e-04,70,914,140,0
1056,1.25555823077887387117604499720050364082528524717857163576427054660969894327517397891846024209604466249279952339601343445,1.241931e-04,1.602383e-04,71,914,140,2
1058,1.25529673145363532007971143470901085838432760864682166531803294989306778373362124570045723581774946275764841012992783317,1.373063e-04,2.614993e-04,70,918,140,0
1060,1.25554449790849969709292688237158061799219404336442573531607592839519241397114459575537199312914467250243062383697718898,1.104602e-04,2.477665e-04,71,918,140,2
1062,1.25517882977205744180754726561892961168599625663521527072814291333814212892341780756116510262470841810035073364842645755,2.552080e-04,3.656681e-04,70,922,140,0
1064,1.25549595122981353130130775850197255888911232086032894916622475586167258612126516101611788143068817745150761102447213340,6.191350e-05,3.171215e-04,71,922,140,2
1066,1.25548597961592123474586689367017230792302333529041581300407009526468355889156890368256321417692624437173303998373107019,5.194189e-05,9.971614e-06,72,922,144,0
1068,1.25542190795625889428721392439736221970982128079500454898957075600485943793406857663025038620179273173953394997579866706,1.212977e-05,6.407166e-05,71,926,140,2
1070,1.25555136307379003582099064992924777546869990136245423957068369434810395626841038584509253073082100434581270713361122486,1.173253e-04,1.294551e-04,72,926,144,0
1072,1.25532754491669186881781735742926804487669792387346542891588889738807856279419764230369391619093548486840438453728401508,1.064928e-04,2.238182e-04,71,930,140,2
1074,1.25554959041459655636856643783886062129182905657940137336845566099144929694904859057361366867236292977238390455717027510,1.155527e-04,2.220455e-04,72,930,144,0
1076,1.25521618355901140666053072831091820945393326011590608331913059917173771080025077095767921577184640261114473791076739532,2.178542e-04,3.334069e-04,71,934,140,2
1078,1.25550993692231345020651285756227363911428058081108999243602871129660774004270144279833882780401378550492758521606370720,7.589920e-05,2.937534e-04,72,934,144,0
1080,1.25544554777073757450327420310179357028100543999883618619690719089797700836979322877374570072806244472897993753882881133,1.151004e-05,6.438915e-05,73,934,144,2
1082,1.25544344893379910273357039860583296756201688913078927957401746076809830117831286585656869787885975578989307265184151180,9.411207e-06,2.098837e-06,72,938,144,0
1084,1.25554050647001154771583057036524108456407161147416033470326357196350174515267257355076725815852387578477320903088392692,1.064687e-04,9.705754e-05,73,938,144,2
1086,1.25535594267087173584897996625104210652706639915063857453617364822981777187175013656938513060732507271059050658352253489,7.809506e-05,1.845638e-04,72,942,144,0
1088,1.25555192283650679701038739342473711670998936194341578514925042466423947558269377994055103660644650029285677922137374889,1.178851e-04,1.959802e-04,73,942,144,2
1090,1.25525103423451408947569145951922934045698211649988623605296898903011721279161218481644822529206931968766505280947570641,1.830035e-04,3.008886e-04,72,946,144,0
1092,1.25552151704898709484287567261828118929252889375718321888763538725530087803630353933754107849763871558539677539350126115,8.747932e-05,2.704828e-04,73,946,144,2
1094,1.25538499843233436024589117637642668500126324320369220651691961928108998625849202314371416259234943076453452305481327275,4.903929e-05,1.365186e-04,74,946,148,0
1096,1.25546267463609934443638402198165215976697379590067619145492627103956854874761334524572911265590615211403735167894160909,2.863691e-05,7.767620e-05,73,950,144,2
1098,1.25552499496157199828947810649137111958526821996005878325685070240946361389960653183554477604801829697674048156023613406,9.095723e-05,6.232033e-05,74,950,148,0
1100,1.25538200664880903460732078715001813759970544571269940115000735512841007135279516931383130265777028456407892781854682782,5.203108e-05,1.429883e-04,73,954,144,2
1102,1.25555136682909639447359460506791813626003062837315091086660654146757527131670676708583209331480723333055061324994958284,1.173291e-04,1.693602e-04,74,954,148,0
1104,1.25528347902242766958180252895931475260767929604172319529842386779631907328920678734311789596187909776253663759933105091,1.505587e-04,2.678878e-04,73,958,144,2
1106,1.25553069043879220075524843788070257413879590247491621088038701245033785553773964873976525857511851176196969718708374402,9.665271e-05,2.472114e-04,74,958,148,0
1108,1.25525402439144660304106911129637508587146649258739879786715321728901525142694323012175280503184312549327522393424146289,1.800133e-04,2.766660e-04,75,958,148,2
1110,1.25547963268658715272380724340000705886999308886566314788578095743188955180299050982337027598217163723636588472166580315,4.559496e-05,2.256083e-04,74,962,148,0
1112,1.25550374329743626018302063756983818864342511732567162591471899198893007373952638480198852200399504929866253859469723092,6.970557e-05,2.411061e-05,75,962,148,2
1114,1.25540580972135303686480707896579493573215740895508564563589225119512072502015805811041233606015468170528042862430248062,2.822801e-05,9.793358e-05,74,966,148,0
1116,1.25554772589592650551243975037695295765632997576325477909303369997372799053554389718430489399009175855707953567518941520,1.136882e-04,1.419162e-04,75,966,148,2
1118,1.25531360696681849632034141973001987496550215443021707486798350913277824363385861306571366419626500880961460141528873221,1.204308e-04,2.341189e-04,74,970,148,0
1120,1.25553743269821158643418396138498544598173426972779647409131195542930443849881086138820672237623886060077891067036984766,1.033950e-04,2.238257e-04,75,970,148,2
1122,1.25520589896931706427908222324680975742703827468400571362394573649946488409805714756989448425037525864615816981718272252,2.281388e-04,3.315337e-04,74,974,148,0
1124,1.25549435821157596193945688966321170524048422590060568228688309865077482397451919567451059635764485053939943894181959645,6.032048e-05,2.884592e-04,75,974,148,2
1126,1.25547483006809157112561397687862911378624412215416704336453162091838509992973820867168160725553961432954895057793235157,4.079234e-05,1.952814e-05,76,974,152,0
1128,1.25542741564594336675637078472129887431764437976449639401701159745945823722244697138734377844631068841141313989071876264,6.622081e-06,4.741442e-05,75,978,148,2
1130,1.25554070495359996250449010918843678574252786428518733592274103814581046577914310276759738900704631913566260623399119081,1.066672e-04,1.132893e-04,76,978,152,0
1132,1.25534149917943994169508195482015574667081211290166224357856994050705341998200018677524532665525681415820136787438669999,9.253855e-05,1.992058e-04,75,982,148,2
1134,1.25554169076987623517107201257108600291745280473580565794288534740106680796834983564349865875312419432331143142951748789,1.076530e-04,2.001916e-04,76,982,152,0
1136,1.25523972624848832195055226882353379938558179417690698840402554780353530236327554861518356526221088363692304724836747020,1.943115e-04,3.019645e-04,75,986,148,2
1138,1.25550687255092367157915778852778491325157592072298189455136644028413576061061641281145815072946959588654111039745667672,7.283482e-05,2.671463e-04,76,986,152,0
1140,1.25543432015533625845176841668737449416044684752934536715162901560647285527358576961108236147830013988123077921176309085,2.824281e-07,7.255240e-05,77,986,152,2
1142,1.25544687885666895720390316512596027391584951591913056842289891389285440244409373335680064140971630432924476186217940048,1.284113e-05,1.255870e-05,76,990,152,0
1144,1.25552985773635313137921049610625768306813343674501364316308626038932957825271234877809855173167914282341619826832440052,9.582001e-05,8.297888e-05,77,990,152,2
1146,1.25536722900309070805451713370781330088903017880134992882532620850789302143347219098639667470159749212025388613001900485,6.680872e-05,1.626287e-04,76,994,152,0
1148,1.25554337484627291447655004595709701947805816153067865293472036769885125292049788473628290593702374125301899775326943630,1.093371e-04,1.761458e-04,77,994,152,2
1150,1.25527132672765825551332291110258880204652819381015271974081144502814435074993743137364133549478421664676033129323229270,1.627110e-04,2.720481e-04,76,998,152,0
1152,1.25551718138719791702951350930395697878670520764754614017386786068657765031183136092142710792875686184027082853846430555,8.314366e-05,2.458547e-04,77,998,152,2
1154,1.25537135741479626400305848868837020956205290882550722552607199072506639098304529971791977407321128550124905093066203694,6.268031e-05,1.458240e-04,78,998,156,0
1156,1.25546424406112675278933087385203889054017528773910337183661182796201010733109522456999489301165620364892975765668750332,3.020633e-05,9.288665e-05,77,1002,152,2
1158,1.25551448895783941998927365458784553568901574662254770459008355981903775637602188331383686240174759915876494462680098277,8.045123e-05,5.024490e-05,78,1002,156,0
1160,1.25539086208260408561489115038185423448300133216430545273017070951557250526310009495731470505302717323685082558634074219,4.317564e-05,1.236269e-04,77,1006,152,2
1162,1.25554234604811797928295365787425326979428243265243740609831712349396388729525591178454825539481093479116916595407005179,1.083083e-04,1.514840e-04,78,1006,156,0
1164,1.25530077973144751448190712782023640014004688073493872511098671296929803819026645481786635771116884706368881384725375462,1.332580e-04,2.415663e-04,77,1010,152,2
1166,1.25552527205920657509803439750357432009209147360367261395037982373691244449216234570966696275642238947199131538577419696,9.123433e-05,2.244923e-04,78,1010,156,0
1168,1.25519649979471098048411196311813840518700219747167785271038687531824720043576447130319484805307736839964246923087898211,2.375379e-04,3.287723e-04,77,1014,152,2
1170,1.25547954559379077360051896280871843444764570266609953096312334942908785171143169702513012575411150012858447609458122540,4.550787e-05,2.830458e-04,78,1014,156,0
1172,1.25549345298521641824375542958811198635187785036972408228313098748107629687395384163014030214010626536339566463229126783,5.941526e-05,1.390739e-05,79,1014,156,2
1174,1.25541245633106978356045905390695695632923958082992820517423382368013881193352947959030328944820547503175193971285602501,2.158140e-05,8.099665e-05,78,1018,156,0
1176,1.25553839699048389776573088196043645646734437706012210457612594074773900559758998752832570996687661674327267221379119065,1.043593e-04,1.259407e-04,79,1018,156,2
1178,1.25532815780905182604214792585186704361274331156992357103035010518690326379230441741245543125743400389911774086431322597,1.058799e-04,2.102392e-04,78,1022,156,0
1180,1.25553110969490554403182450735505798286655944851119650704307533930245695173001463748683056863545639443162134593733039822,9.707197e-05,2.029519e-04,79,1022,156,2
1182,1.25522935461200719006846273363729549557953295422240087551612826302259417826278856393649418317703727390505145860916906550,2.046831e-04,3.017551e-04,78,1026,156,0
1184,1.25549280645298439120071141689116050721535653397168916584399979070953990065714704361052861528137527808409456949788483276,5.876873e-05,2.634518e-04,79,1026,156,2
1186,1.25546467436981458072678455015373271629958159516550837118814172171769002152199379605634858194487619414825787405500190811,3.063664e-05,2.813208e-05,80,1026,160,0
1188,1.25543206177330740981295407999878496408333458054139326295389714848477827718518884996789810388811664718185551062307063294,1.975954e-06,3.261260e-05,79,1030,156,2
1190,1.25553121970663247382208139867044051097895266938532217607523435545462114202273035795092853065027449957048254456525518948,9.718198e-05,9.915793e-05,80,1030,160,0
1192,1.25535352686871385561365166885141006922331839924088954265995295682518223669937568993131263873970696476104880079071566206,8.051086e-05,1.776928e-04,79,1034,156,2
1194,1.25553463157743798753821259655598083213868669729105547825714929269999140369745260507331598123898278892657247160472215989,1.005939e-04,1.811047e-04,80,1034,160,0
1196,1.25526014261076098273922362381288513602349336513023734056964231539898034178155690848974481969173201667076269372960643422,1.738951e-04,2.744890e-04,79,1038,156,2
1198,1.25550403691448918526972279086822132787680825375706385596685324767739199707265576289785094760791596313447605240007248434,6.999919e-05,2.438943e-04,80,1038,160,0
1200,1.25542370467843681083203383247100800215838945673707363159215287003646071028065166994201003838110774344215723470128125010,1.033305e-05,8.033224e-05,81,1038,160,2
1202,1.25544972024091294234350539388973911489257640488562180533706576865788235225898655316890343051193889812689513627945319029,1.568251e-05,2.601556e-05,80,1042,160,0
1204,1.25552034946115762545340948302964256954007889136992982907723283772153119984410115730435086931653293878448758728673610785,8.631173e-05,7.062922e-05,81,1042,160,2
1206,1.25537694623911243119321220544714786169139142795433767374402943285515835273965471992505586735240740325311983240543752212,5.709149e-05,1.434032e-04,80,1046,160,0
1208,1.25553573876823922063981230931693488785366918564755296242025693686980878586467171648326765488253109944353437293355171628,1.017010e-04,1.587925e-04,81,1046,160,2
1210,1.25528893476286135671961897560230599176168833010597671595347726654567310060266708946436787963905681633709627149601744050,1.451030e-04,2.468040e-04,80,1050,160,0
1212,1.25551323256214516169310955211663455223369288073005125755857836934782923226825326354839500146148001243925356640579185623,7.919483e-05,2.242978e-04,81,1050,160,2
1214,1.25535676668429389620221380316234904740056696496640382461437999894352982777573694303625870519066118460829217703450155499,7.727104e-05,1.564659e-04,82,1050,164,0
1216,1.25546546488232814048589879813277317457566161088679444702352371947772396859003021456381722483639142605159416914402366102,3.142716e-05,1.086982e-04,81,1054,160,2
1218,1.25550505822728288931860635681009888458705766489014193160785039530396050034760145958426654224606156817435482486548376274,7.102050e-05,3.959334e-05,82,1054,164,0
1220,1.25539846864821731730005032546164635480532517459538453225874533208058700130157046898471409687194038167320716610644061532,3.556908e-05,1.065896e-04,81,1058,160,2
1222,1.25553428329063904825690431756633880381763247098757859314353790199569825693092246456208824690267420483922286772164894670,1.002456e-04,1.358146e-04,82,1058,164,0
1224,1.25531579621942431444817365262781125798676547207889562300707290036555544663526514103500392431150593133317072434936081145,1.182415e-04,2.184871e-04,81,1062,160,2
1226,1.25552037149192029126065765693734173246228364693693839366099335964567750153517628474112620585236426612841372038718153518,8.633376e-05,2.045753e-04,82,1062,164,0
1228,1.25521980771602284839456433638488466681333041333081752864668596250653148250509533891241064120890425570980643505232144700,2.142300e-04,3.005638e-04,81,1066,160,2
1230,1.25547931943566842127432431471369139813869758328651502266425289214929092338145888962523199548676118625976106687104027696,4.528171e-05,2.595117e-04,82,1066,164,0
1232,1.25548412944280919029323037256638150069399418121565927257741477763221398782975563087825501208266501979104799409841353758,5.009172e-05,4.810007e-06,83,1066,164,2
1234,1.25541814010606837887379854831722333873723893074314287173625215743121965770203858978706785159706899469821076757939944802,1.589762e-05,6.598934e-05,82,1070,164,0
1236,1.25553004776763250539970791923977141668898432471893785930479233572593671594187873561461721097940105453025668507708118343,9.601004e-05,1.119077e-04,83,1070,164,2
1238,1.25534078642244804745257130888066037331361790292823191455122124874311816545283410459022035104350064035759808397653335615,9.325130e-05,1.892613e-04,82,1074,164,0
1240,1.25552541030799004563926833166493174699713529135038523516664203017426359525915278859001074881322543123767136060389687397,9.137258e-05,1.846239e-04,83,1074,164,2
1242,1.25524981503284092536831447622504207429775849584537897158437138702817893274215811314289607458802840404654080853312333156,1.842227e-04,2.755953e-04,82,1078,164,0
1244,1.25549129718878972839147282742494352642277137751406038510036911797619299192648512117360015295968825675291326058237282456,5.725946e-05,2.414822e-04,83,1078,164,2
1246,1.25545529872750895186624148694613490102659103732279083070672992365146994724949577420252707796129966849245428232987944609,2.126100e-05,3.599846e-05,84,1078,168,0
1248,1.25543599967236228177294867016911084472805055736863364814667377274960680110580524700374524888517309886912035801574631259,1.961945e-06,1.929906e-05,83,1082,164,2
1250,1.25552271145154530892464701488770796247961466116534348164955340865497794833947555274824881607323564130626179550007987057,8.867372e-05,8.671178e-05,84,1082,168,0
